Company name,Website,Location,Email (General),Phone number,Note,Worker
Basic Food International Inc,http://www.basicfood.com/,"901 Federal Hwy, Fort Lauderdale, FL 33316",,(954) 467-1700,website error,
Gulfstream Provisions,http://www.gulfstreamprovisions.com/,"7025 Professional Pkwy E, Sarasota, FL 34240",steve@gulfstreamprovisions.com,(941) 907-1551,,Shahzad
Troyer's of South Florida,http://www.troyersflorida.com/,"8235 Consumer Ct, Sarasota, FL 34240",office@troyersflorida.com,(941) 379-6454,,Shahzad
Z&Z Wholesale,http://www.zzwholesale.net/?utm_source=gmb&utm_medium=referral,"6024 15th St E, Bradenton, FL 34203",zzwholesale@iCloud.com,(941) 344-2199,,Shahzad
Commissary Supply of Sarasota,http://www.commissarysupplyfl.com/,"1675 Independence Blvd, Sarasota, FL 34234",dan@commissarysupplyfl.com,(941) 359-2448,,Shahzad
Southern Sweet Tea Company - Beverage Manufacturer - Bottled Iced Teas - Ice Tea Bags,https://www.southernsweetteacompany.com/,"2045 Princeton St, Sarasota, FL 34237",southernsweetteacompany@gmail.com,(941) 281-4977,,Shahzad
Morton's Gourmet Market,http://www.mortonsmarket.com/?utm_source=NEXT&utm_medium=Google_website,"1924 S Osprey Ave, Sarasota, FL 34239",info@mortonsmarket.com,(941) 955-9856,,Shahzad
Albert's Fresh Produce,https://www.unfifresh.com/alberts,"6284 McIntosh Rd, Sarasota, FL 34238","tmsapp@unfi.com",(800) 996-0004,,Shahzad
Detwiler's Farm Market,http://www.detwilermarket.com/,"6000 Palmer Blvd, Sarasota, FL 34232",info@detwilermarket.com,(941) 724-8304,,Shahzad
Meat House of Sarasota,http://meathouseinc.com/,"4034 N Washington Blvd, Sarasota, FL 34234",,(941) 351-1958,,
Lee's Food Store & Ice,http://leesice.com/,"5604 Swift Rd, Sarasota, FL 34231",info@leesice.com,(941) 923-5325,,Saim
Coca Cola Beverages Florida,https://cocacolaflorida.com/,"2150 47th St, Sarasota, FL 34234",privacy@cocacolaflorida.com,(941) 953-3151,,Saim
Life & Food Superstore,http://www.lifeandfoodsuperstore.com/,"6234 US-301, Ellenton, FL 34222",hello@lifeandfoodsuperstore.com,(941) 721-4349,,Saim
Your Culinary Place L.L.C. - Shared Commercial Commissary Kitchens,http://www.yourculinaryplace.com/,"6609 Superior Ave, Sarasota, FL 34231",info@yourculinaryplace.com,(941) 400-6640,,Saim
Brazilian supermarket,https://www.facebook.com/BrazucaMarketSarasota,"4106 Bee Ridge Rd, Sarasota, FL 34233",,(941) 960-1620,category not found,
Scoular,http://www.scoular.com/,"1800 2nd St #802, Sarasota, FL 34236",,(941) 365-0090,category not found,
Jessica's Organic Farm,http://www.jessicasorganicfarm.com/,"4180 47th St, Sarasota, FL 34235",info@jessicasorganicfarm.com,(941) 363-1586,,Saim
BOHEMIAN DELICIOUS,http://bohemiandelicious.com/,"999 Cattlemen Rd UNIT C, Sarasota, FL 34232",,(941) 227-7001,category not found,
Southern Steer Butcher Sarasota,https://southernsteer.com/sarasota/,"4084 Bee Ridge Rd, Sarasota, FL 34233",ssbsrq@southernsteer.com,(941) 706-2625,,Saim
Kpm Supply USA Llc,http://www.kpmsupply.net/,"100 Wallace Ave, Sarasota, FL 34237",,(513) 237-7944,category not found,
Kombucha 221BC,https://www.kombucha221bc.com/,"4050 Middle Ave f, Sarasota, FL 34234",,(941) 203-8854,category not found,
Professional Restaurants Incorporating Design and Equipment - P.R.I.D.E.,http://www.floridafoodserviceconsultant.com/,"2401 McClellan Pkwy, Sarasota, FL 34239",Paul@profrest.com,(941) 953-2164,,Saim
Just Baked - Hot Food Kiosks,https://www.justbakedkiosk.com/,"7519 Pennsylvania Ave STE 101, Sarasota, FL 34243",support@justbakedkiosk.com,(888) 237-0267,,Saim
Wolfies Box Office,https://www.originalwolfies.com/,"1454 Boulevard of the Arts, Sarasota, FL 34236",info@originalwolfies.com,(941) 312-4072,,Saim
Morton's Siesta Market,http://www.siestamarket.com/,"205 Canal Rd, Sarasota, FL 34242",,(941) 349-1474,category not found,
AI Freeze Dried,https://www.aifreezedried.com/,"6234 US-301 N Warehouse, Ellenton, FL 34222",shop@aifreezedried.com,(813) 421-1836,,Saim
Rogers Market,http://www.rogers.market/,"1135 S Beneva Rd, Sarasota, FL 34232",info@rogers.market,(941) 554-4165,,Saim
,,,,,,
,,,,,,
Sumter Farmers Market,https://www.sumterfarmersmarket.com/,"200 Miller Rd, Sumter, SC 29150, United States",scfarmersmarket10@gmail.com,1 803-983-9342,,Hassan
Bellews Country Store,http://www.bellewscountrystore.com/,"230 Garner Rd, Spartanburg, SC, United States, South Carolina",bellewscountrystore@gmail.com,1 864-585-7726,,Hassan
Blue Moon Specialty Foods,https://bluemoonsc.com/,"130 South Church Street, Spartanburg, SC, United States, South Carolina",orders@bluemoonsc.com,1 864-586-2344,,Hassan
"Spartanburg Meat Processing Co., Inc",http://www.eatbbqribs.com/,"3003 Blackstock Rd, Spartanburg, SC, United States, South Carolina",info@spartanburgmeatprocessing.com,1 800-315-5159,,Hassan
Blue Moon Bodega,https://www.bluemoonbodega.com/,"130 South Church Street, Spartanburg, SC, United States, South Carolina",orders@bluemoonsc.com,1 864-308-1439,,Hassan
Tate Meatworks,http://www.tatemeatworks.com/,"670 East Main Street , Spartanburg, SC, United States, South Carolina",info@tatemeatworks.com,1 864-707-5731,,Hassan
Budweiser of Spartanburg Inc,http://www.hubcitybud.com/,"6645 Pottery Rd, Spartanburg, SC 29303, United States",info@hubcitybud.com,1 864-574-8070,,Hassan
Abbott's Farm Outlet,https://www.abbottfarmsonline.com/home/,"1980 Reidville Rd. , Spartanburg, SC, United States, South Carolina",peaches@abbottfarmsonline.com,1 864-576-4606,,Hassan
Gorka's Food Equipment,https://www.gorkafoodequipment.com/,"1412 Rail Head Blvd, Naples, FL 34110",,(239) 877-4304,,
America Supply Group,https://www.americasupply.com/,"3606 Enterprise Ave #200, Naples, FL 34104",,(888) 533-5187,,
JABBA FINE FOODS,https://jabba-finefoods.b2bwave.com/,"4120 Enterprise Ave STE 113, Naples, FL 34104",,(239) 293-0694,,
Liberty Mart,https://www.libertymart.com/,"3906 Mercantile Ave, Naples, FL 34104",,(239) 643-5650,,
Landert Bread,http://www.landert.us/,,,(239) 961-6116,,
Commercial Glass & Restaurant Supply,http://www.cgrestaurantsupply.com/,"4027 Arnold Ave, Naples, FL 34104",,(239) 643-0177,,
Consulting Agent (Italy)(USA),http://it.linkedin.com/in/armstav,"1235 Wildwood Lakes Blvd STE 101, Naples, FL 34104",,(856) 392-8915,,
Gordon Food Service Store,https://gfsstore.com/?utm_source=gmb&utm_medium=yext,"5960 Naples Blvd, Naples, FL 34109",,(239) 596-7436,,
Captain Jerry's Seafood,https://oakesfarms.com/captain-jerrys/,"4176 Mercantile Ave, Naples, FL 34104",,(239) 643-7774,,
Food & Thought 2,http://foodandthought2.com/,"7941 Airport-Pulling Rd N, Naples, FL 34109",,(239) 791-3663,,
Pro Edge Paper,http://proedgepaper.com/,"3910 Domestic Ave, Naples, FL 34104",,(239) 304-8000,,
Naples Canning Co.,http://www.naplescanningco.com/,"11308 Bonita Beach Rd SE Unit 105, Bonita Springs, FL 34135",,,,
"Sweet Bees, LLC",http://sweetbeesllc.com/?utm_source=gmb&utm_medium=referral,"Estates, Golden Gate, Naples, FL 34117",,(239) 200-2596,,
Horizon Buying Group,https://www.horizonbuyinggroup.com/,"1110 Pine Ridge Rd Ste 301, Naples, FL 34108",,(239) 529-4275,,
Wholesome Hound Natural Pet Market,http://www.wholesomehound.com/,"198 Tamiami Trail N, Naples, FL 34102",,(239) 228-5282,,
Everglades Equipment Group,https://www.evergladesfarmequipment.com/locations/naples/,"1945 Pine Ridge Rd, Naples, FL 34109",,(239) 260-8800,,
Jireh Wholesale Goods,https://www.jirehwholesalegoodsnaples.com/,"2377 Tamiami Trail E, Naples, FL 34112",,(239) 692-7058,,
Ankrolab Brewing Company,http://www.ankrolab.com/,"3555 Bayshore Dr, Naples, FL 34112",,(239) 330-7899,,
Kareem's Lebanese Kitchen,http://kareemskitchen.com/,"4270 Tamiami Trail E ste 18, Naples, FL 34112",,(239) 315-4167,,
Food Innovations,http://www.foodinno.com/,"9696 Bonita Beach Rd SE #208, Bonita Springs, FL 34135",,(888) 352-3663,,
Pro Edge Knife Sharpening & Supply,http://www.proedgepaper.com/naples-knife-sharpening,"3910 Domestic Ave, Naples, FL 34104",,(239) 304-8000,,
Taste of Poland Market & Polish Deli,http://topnaples.com/,"13500 Tamiami Trail N # 6, Naples, FL 34110",,(239) 631-1917,,
Naples Fertilizer & Garden Center,http://www.naples-fertilizer.com/,"3930 14th St N, Naples, FL 34103",,(239) 263-8858,,
European Foods Balkan Market,http://www.europeanfoodgrocery.com/,"28811 S Tamiami Trl #3, Bonita Springs, FL 34134",,(239) 221-7657,,
Swan River Seafood Restaurant & Fish Market,https://www.swanriverseafood.com/,"3741 Tamiami Trail N, Naples, FL 34103",,(239) 403-7000,,
Naples Soap Company - Tin City,http://www.naplessoap.com/,"1200 5th Ave S #102, Naples, FL 34102",,(239) 352-7627,,
Gonichea,https://www.gonichea.com/,"5630 Yahl St unit 3, Naples, FL 34109",,(239) 287-0348,,
Harry Chapin Food Bank Collier County Center,http://www.harrychapinfoodbank.org/,"3940 Prospect Ave, Naples, FL 34104",,(239) 334-7007,,
Paradise Grills,https://paradisegrillsdirect.com/showroom/outdoor-kitchens-naples-fl/,"680 5th Ave S, Naples, FL 34102",,(239) 799-1995,,
Florida Coast Equipment,http://www.floridacoasteq.com/,"694 Commercial Blvd, Naples, FL 34104",,(239) 435-1667,,
Naples Beach delivery,https://www.naplesbeachdelivery.com/,"1301 Gulf Shore Blvd N, Naples, FL 34102",,(941) 777-3959,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Chef Diva Foods,,,,,catagory M/F,
"Vincent Piazza Jr., & Sons Seafood, Inc",,,,,,
Freret Faire,,,,,,
M & K Meat Market & Grocery,,,,,,
Rouses Market,,,,,,
Dorignac's Food Center,,,,,,
NOVA Acai,,,,,,
Progress Grocery Culinary,,,,,,
Flowers Baking Co (Nature's Own),,,,,,
Lakeview Grocery,,,,,,
Maison Louisianne Creole Products,,,,,,
Whole Foods Market,,,,,,
"Economical Janitorial & Paper Supplies, LLC",,,,,,
"Morel & Associates, Inc.",,,,,,
Zara's Lil' Giant Supermarket & Po-boys,,,,,,
Mississippi Meat Mafia Award Winning Rubs and Seasoning,,,,,,
Eagle Packing Co Inc,,,,,,
The CORE Group,,,,,,
Rouses Market,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Holy City Straw Company,https://holycitystrawcompany.com/,"1050 Johnny Dodds blvd #2044 Mount Pleasant, SC 29464, Mount Pleasant, SC, United States, South Carolina",sales@holycitystrawcompany.com,1 843-633-3271,,Hassan
"Specialty Food Solutions, Inc.",http://www.foodsolutionsgroup.com/,"11 Ewall St Suite 131, Mt Pleasant, SC 29464, United States",marketing@foodsolutionsgroup.com,1 843-284-8190,,Hassan
Everyday Gourmet,http://www.shopeverydaygourmet.com/,"1303 Ben Sawyer Blvd #6, Mt Pleasant, SC 29464, United States",info@shopeverydaygourmet.com,1 843-388-2490,,Hassan
Olde Colony Bakery,http://www.oldecolonybakery.com/,"519 Wando Lane,Mount Pleasant, SC,29464",sales@oldecolonybakery.net,1 843-216-3232,,Hassan
Local Jo's Natural Foods,https://localjosnaturalfoods.com/,1440 Ben Sawyer BLVD Suite 1103,jo@localjosnaturalfoods.com,1 843-654-9209,,Hassan
Top Shelf Catering & Beverage Company,http://www.topshelfcateringcompany.com/,"176 Patriots Point Blvd, Mount Pleasant, SC, United States, South Carolina",info@topshelfcateringcompany.com,1 843-901-6345,,Hassan
Maddex Mercantile,https://www.maddexmercantile.com/contact,"716 S Shelmore Blvd #100, Mount Pleasant, SC, United States, South Carolina",ann@maddexmercantile.com,1 843-800-2311,,Hassan
Euro Foods Bakery & Cafe,https://www.eurofoodsbakeryandcafe.com/,"1664 Old Town Road, Charleston, SC, United States, South Carolina",eurofoodsofcharleston@yahoo.com,1 843-571-1451,,Hassan
Main Course Food Truck and Catering,http://maincoursefoodtruck.com/,,mainecourse80@gmail.com,1 843-800-2084,,Hassan
Square Onion,https://www.squareonion.com/,"18 Resolute Lane,Mount Pleasant, SC 29464",info@squareonion.com,1 843-856-4246,,Hassan
Tarvin Seafood / Miss Paula Shrimp/Abundant Seafood,http://misspaulashrimp.com/,"102 Haddrell St, Mount Pleasant, SC, United States, South Carolina",misspaulashrimp@yahoo.com,1 843-425-8695,,Hassan
Mainland Container Co. Kitchen & Bar,https://mainlandcontainerco.com/,"1528 Ben Sawyer Blvd, Mount Pleasant, SC, United States, South Carolina",info@mainlandcontainer.com,1 843-936-6718,,Hassan
Mt. Pleasant Seafood,http://www.mtpleasantseafood.com/,"1402 Shrimp Boat Lane, Mount Pleasant, SC, United States, South Carolina",sarah@mtpleasantseafood.com,1 843-884-4122,,Hassan
Heights Meat Market-Charleston,http://heightsmeatmarket.com/,"426 W Coleman Blvd Unit D, Mt Pleasant, SC 29464, United States",doug@heightsmeatmarket.com,1 843-276-6882,,Hassan
Mount Pleasant Farmers Market,https://experiencemountpleasant.com/events/farmers-market/,"100 Ann Edwards Lane, Mount Pleasant, SC, United States, South Carolina",tourism@tompsc.com,1 843-884-2528,,Hassan
Eastland Food Corporation (South Carolina),http://www.eastlandfood.com/,"8305 Stayton Dr, Jessup, MD, United States, Maryland",info@eastlandfood.com,1 843-371-5827,,Hassan
