Business name,Webiste,Address,Number,Email,Note,,Worker,,,,,,,,,,
Skin Magic Tattoos,https://m.facebook.com/pages/Skin-Magic-Tattoos/512827012209568,,61 8 9964 2161,,Email N/A,,,,,,,,,,,,
Twisted Identity,http://www.twistedidentity.com.au/,"85B Durlacher St, Geraldton WA 6530, Australia",,babyyagatattoo@gmail.com,,,Salman Ahmed,,,,,,,,,,
Essential Beauty & Piercing Geraldton,https://www.essentialbeauty.com.au/beauty-salons/geraldton/,,61 8 9965 4250,,Not a  Tattoo Website,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Inked Aesthetics,,,,,,,,,,,,,,,,,
UNIFY Private Studio,http://www.unifyprivatestudio.com/,,,,Dubalicate,,,,,,,,,,,,
VM COSMETIC CLINIC,http://vmcosmeticclinic.com/,,61 425 085 059,,COSMETIC Website,,,,,,,,,,,,
SELF Skin Studio,http://www.selfskinstudio.com.au/,,61 493 111 395,,Skin  Care Website,,,,,,,,,,,,
Skin Fantasy Tattoo & Body Piercing,https://www.skinfantasytattoo.com.au/,,61 2 6332 1544,,Dubalicate,,,,,,,,,,,,
Studio Desire Hair Design,http://www.studiodesirehairdesign.com.au/,,61 2 6362 6668,,Hair Design Website,,,,,,,,,,,,
Tangled Hair & Beauty Salon,https://www.tangledhairandbeauty.com.au/,,61 2 6362 2662,,Hair & Beauty Salon In Orange Websitw,,,,,,,,,,,,
Classic Skin & Beauty,https://classicskinandbeauty.com.au/,,61 2 6362 8200,,Skin & Beauty Website,,,,,,,,,,,,
Orange Arcade PTY Ltd.,,,61 2 6361 8453,,Website N/A,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Bells Ink,https://www.instagram.com/bellsink/,"121 Pine Ave, Mildura VIC 3500, Australia",61 3 5023 7166,bellsink@hotmail.com,,,Salman Ahmed,,,,,,,,,,
Rogue City Tattoo,http://www.roguecitytattoo.com.au/,"1/142 Lime Ave, Mildura VIC 3500, Australia",,info@roguecitytattoo.com.au,,,Salman Ahmed,,,,,,,,,,
Sammy J Body Piercing & Tattoo,https://linktr.ee/sammyjtattoo,,,,Email N/A,,,,,,,,,,,,
Order of ink,https://www.theorderofink.com/,,61 459 231 048,,Not a  Tattoo Website,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Style Inkorporated,https://styleinkorporated.com.au/,"Shop 2/1A Targo St Bundaberg, Qld 4670",61 7 4153 2499,info@styleinkorporated.com.au,,,Salman Ahmed,,,,,,,,,,
Shop 85,https://www.facebook.com/shop85bundaberg?mibextid=ZbWKwL,"29b Electra st, Bundaberg, QLD, Australia, Queensland",61 7 4154 2982,jasonrachael@hotmail.com,,,Salman Ahmed,,,,,,,,,,
SkinKandy Bundaberg,https://skinkandy.com/pages/location-details-bundaberg,,61 7 4151 8411,,Skin & Beauty Website,,,,,,,,,,,,
The Tattoo House,https://www.facebook.com/thetattoohouseaustralia/,"270 Bourbong St, Bundaberg West QLD 4670, Australia",61 412 411 122,info@thetattoohouse.net,,,Salman Ahmed,,,,,,,,,,
Everything But The Bike,https://www.everythingbutthebike.com.au/,,61 7 4154 3455,,Not a  Tattoo Website,,,,,,,,,,,,
Northside Tattoo,,,,,Website N/A,,,,,,,,,,,,
Inked Elegance,http://www.inkedelegance.com.au/,,61 422 508 475,,Cosmetic Tattoo Website,,,,,,,,,,,,
Unicorn piercing Bundaberg pty ltd,https://www.unicornpiercingpro.com.au/,,61 422 611 439,,Piercing  Not A Tattoo,,,,,,,,,,,,
The Cartels Barber Shop & Ian Kington Tattoo Studio,http://www.thecartelsbarbershop.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gmb,,61 7 4100 2337,,Not A Tattoo website,,,,,,,,,,,,
InsanitynArt.,https://www.facebook.com/InsanitynArtTattoos,,61 7 4154 3455,,Email N/A,,,,,,,,,,,,
Miks Ink,http://www.instagram.com/miks.ink,"126 Barolin St, Walkervale QLD 4670, Australia",61 401 225 363,info@miksink.com,,,Salman Ahmed,,,,,,,,,,
Arch and Sway Cosmetic Tattoo,https://www.archandsway.com.au/,,61 7 4152 9500,,Not A Tattoo website,,,,,,,,,,,,
West Classic Tattoo,https://www.facebook.com/profile.php?id=100063728402877&mibextid=ZbWKwL,"Shop 3 44 johanna blvd Kensington Bundaberg, QLD, Australia 4670",61 7 4189 3737,westclassictattoo@gmail.com,,,Salman Ahmed,,,,,,,,,,
Sami Grace Tattoos,https://www.instagram.com/atkinssami/,,61 412 411 122,,Dubalicate,,,,,,,,,,,,
Honey Ink Tattoo Studio,http://www.honeyinktattoo.com/,,61 480 686 872,,Dubalicate,,,,,,,,,,,,
Wild West Ink,https://www.facebook.com/wildwestinktattoo/,"261 Peel st, Tamworth, NSW, Australia, New South Wales",61 2 6766 2358,wild_west_ink@hotmail.com,,,Salman Ahmed,,,,,,,,,,
The High Ground Tattoo Parlour,https://www.facebook.com/people/The-High-Ground-Tattoo-Parlour/61558744113507/,"U2/178 Peel Street, Tamworth, NSW, Australia, New South Wales",61 493 115 490,HighGroundTattooParlor@outlook.com,,,Salman Ahmed,,,,,,,,,,
Empire Ink,,,61 422 388 934,,Website N/A,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Top Notch Tattoo Parlour,https://www.facebook.com/people/Top-Notch-Tattoo-Parlour/100063704822169/,"15 Kerr St, Ballina NSW 2478, Australia",61 402 493 062,sacha_jay@yahoo.com.au,,,Salman Ahmed,,,,,,,,,,
Black Rose Tattoos,https://www.instagram.com/blackrosetattoosballina/?hl=en,"132 River St, Ballina, NSW, Australia, New South Wales",61 401 402 765,blackrosetattoos@hotmail.com,,,Salman Ahmed,,,,,,,,,,
Rock of Ages Tattoo Parlour,https://www.rockofagestattoo.com/,(512) 804-1213,61 2 6687 5872,rockofagestattooatx@gmail.com,,,Salman Ahmed,,,,,,,,,,
Hinterland Ink,https://www.instagram.com/hinterland_ink/?hl=en,"405 Ballina Rd, Lismore, New South Wales 2480",,j.adele.ink@gmail.com,,,Salman Ahmed,,,,,,,,,,
Added,,,,,,,,,,,,,,,,,
Haven Tattoo Christchurch,https://www.haventattoo.co.nz/,"34 New Regent Street, Christchurch Central City, Christchurch 8011, New Zealand",64 27 318 0029,bookings@havencollective.co.nz,,,Abdullah,,,,,,,,,,
The Doom Room,http://www.thedoomroomnz.com/,401A Ilam Road - Fendalton Christchurch 8051,64 210 283 3822,inquiries@thedoomroomnz.com,,,Abdullah,,,,,,,,,,
HORIGA13 IREZUMI,http://www.horiga.com/,"2/29 Acheron Drive, Riccarton, Christchurch 8041, New Zealand",64 210 238 1698,holger.horiga@gmail.com,,,Abdullah,,,,,,,,,,
The Jolly Octopus Tattoos & Piercings,https://jollyoctopustattoo.com/,"Christchurch, New Zealand",64 22 542 4785,jolly.octopus.tattoos@gmail.com,,,Abdullah,,,,,,,,,,
Impala Tattoo,https://www.facebook.com/impalatattoonz/,"491 Papanui Road, Christchurch, New Zealand",64 3 354 1551,impalatattoo@hotmail.com,,,Abdullah,,,,,,,,,,
3 Keys Tattoos,http://www.3keys.tattoo/,"1/193 Montreal Street Central City Christchurch, Canterbury 8011 New Zealand",,info@3keys.tattoo,,,Abdullah,,,,,,,,,,
Arcana Tattoo Craft,https://facebook.com/Arcanatattoocraft,"The British 10 Oxford Street, Lyttelton 8082, New Zealand",64 22 514 7615,arcanatattoocraft@gmail.com,,,Abdullah,,,,,,,,,,
The Studio,https://www.instagram.com/thestudiochch?igsh=MTU3ZTQ2a3VjcXlqaA==,"2/324 Barbadoes Street, Christchurch, New Zealand 8011",,thestudiochch@gmail.com,,,Abdullah,,,,,,,,,,
Brother Tip Tattoo & Art Studio,http://www.brothertip.co.nz/,"705 Gloucester Street, Christchurch, New Zealand 8061",,brothertiptattooandart@gmail.com,,,Abdullah,,,,,,,,,,
Toochi Tattoo,http://www.toochitattoo.com/,Christchurch New Zealand,64 21 429 883,info@toochitattoo.com,,,Abdullah,,,,,,,,,,
"Belle Amour Studio - Skin, Cosmetic Tattooing, Lashes & Brows",https://www.belleamourstudio.com/,"6 McLendon Green, Belfast, Christchurch 8051",64 210 726 278,belleamourstudio@gmail.com,,,Abdullah,,,,,,,,,,
Marki's Barber&Tattoo Studio,http://www.markisbarbershop.com/,"243 Cambridge Terrace / Unit 6, Christchurch City",64 21 137 1538,markisbarbershop@hotmail.com,,,Abdullah,,,,,,,,,,
"Dasha, Cosmetic & Medical Tattoo. Training Academy",https://spm.nz/,"52 Hills Road, Edgeware, Christchurch 8013, New Zealand",64 22 154 6407,dasha@spm.nz,,,Abdullah,,,,,,,,,,
Third Eye Tattoo,https://www.instagram.com/third.eye.tattoo/,"101 Bargates, Christchurch, Dorset BH23 1QQ",,thirdeyetattoo@outlook.com,,,Abdullah,,,,,,,,,,
Natalie Trueink Tattoo,http://natalietrueinktattoo.com/,Christchurch New Zealand,,contact@natalietrueinktattoo.com,,,Abdullah,,,,,,,,,,
All Electric Tattoo Company,https://allelectrictattoocompany.co.uk/,Christchurch New Zealand,44 1425 279932,contact@allelectrictattoocompany.co.uk,,,Abdullah,,,,,,,,,,
Bournemouth Ink - Tattoo Studio,http://www.bournemouth-ink.com/,"10 Oxford Street Lyttelton, Christchurch, New Zealand 8082",44 1202 297290,info@bournemouth-ink.com,,,Abdullah,,,,,,,,,,
Studio Māia,http://www.studiomaia.co.nz/,"392 Cashel Street, Linwood Christchurch 8011",64 210 264 6817,contact@studiomaia.co.nz,,,Abdullah,,,,,,,,,,
iLush Beaute,https://ilushbeaute.co.nz/,"99B Denise Crescent, Hornby, Christchurch 8042, New Zealand",64 210 865 2992,ilush.studio@gmail.com,,,Abdullah,,,,,,,,,,
Soul Wise Tattoo,http://soulwisetattoo.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=6138275752250116555,Kaiapoi Christchurch NZ,64 20 4193 2271,info.soulwisetattoo@gmail.com,,,Abdullah,,,,,,,,,,
Lydia Harré Aesthetic Creatives,http://www.lydiaharre.com/,"Christchurch, New Zealand",,hello@lydiaharre.com,,,Abdullah,,,,,,,,,,
Sacred Laser Christchurch,https://www.sacredlaser.co.nz/,"521 New North Rd, Kingsland Auckland 1021, New Zealand",64 22 035 8349,auckland@sacredlaser.co.nz,,,Abdullah,,,,,,,,,,
Louise Glamour,https://www.louiseglamour.com/,"46 Brougham Street, Spreydon, Christchurch",64 22 044 5429,kaceylouise@louiseglamour.com,,,Abdullah,,,,,,,,,,
Tattoo Removal Company,http://www.gonetattoo.nz/,"35 Springfield Road, Christchurch, New Zealand",64 22 046 7746,info@gonetattoo.nz,,,Abdullah,,,,,,,,,,
Nick Noonan,https://www.magnatattoo.com/,"17 Allen Street Central City Christchurch, 8011",64 22 542 3266,booking@magnatattoo.com,,,Abdullah,,,,,,,,,,
MyaMakeup,https://www.myamakeupnz.co.nz/,"Christchurch, New Zealand",64 21 276 2234,olympia@myamakeupnz.co.nz,,,Abdullah,,,,,,,,,,
Beam and Blush Studio,http://www.beamandblush.co.nz/,"Woolston, Christchurch",,hello@beamandblush.co.nz,,,Abdullah,,,,,,,,,,
Palm Noir Tattoo,https://www.palmnoirtattoo.com/,NZA New Zealand,44 151 538 0557,ouch@palmnoirtattoo.com,,,Abdullah,,,,,,,,,,
Made in the Shade Tattoo Shop,http://madeintheshadetattoo.com/,36F Macdonald Street Mount Maunganui. New Zealand,,andrewwheeler.tattoos@gmail.com,,,Abdullah,,,,,,,,,,
Skinks Tattoo Studio,http://www.skinkstattoostudio.com/,"579 Te Rapa Road, HAMILTON, NZ",64 7 854 9616,info@skinkstattoostudio.com,,,Abdullah,,,,,,,,,,
Good Honest Tattoos,http://goodhonesttattoos.com/,"394 Grey Street, Lovegrove Lane Hamilton, Waikato, 3216",,ola@goodhonesttattoos.com,,,Abdullah,,,,,,,,,,
Alleycat Tattoo,https://www.facebook.com/nicolaoldenhof,"Southland, New Zealand",,nic.tattoo.nz@gmail.com,,,Abdullah,,,,,,,,,,
Frostbite Tattoo,http://www.frostbitetattoo.co.nz/,"115 Spey Street, Invercargill",64 3 218 4285,frostbitetattoocrew@gmail.com,,,Abdullah,,,,,,,,,,
We Wicked Few Tattoo,http://www.wewickedfew.co.nz/,61b Tay Street Invercargill Aotearoa New Zealand,64 3 214 3900,contact@wewickedfew.co.nz,,,Abdullah,,,,,,,,,,
Glamore Piercing,http://www.glamore.co.nz/,"249 Elles Road, South city mall, Invercargill, Southland 9812 NZ",64 3 218 1030,info@glamore.co.nz,,,Abdullah,,,,,,,,,,
E. Hayes & Sons,http://www.ehayes.co.nz/,"168 Dee Street, Invercargill, New Zealand",64 3 218 2059,admin@ehayes.co.nz,,,Abdullah,,,,,,,,,,
Monique Ink Artistry,https://moniqueinkartistry.com/,"SOUTHLAND, 9877 New Zealand",,moniqueartistry@gmail.com,,,Abdullah,,,,,,,,,,
Found My Way,http://www.foundmyway.co.nz/,38 Windsor Street Windsor Invercargill 9810,64 3 217 7706,hello@foundmyway.co.nz,,,Abdullah,,,,,,,,,,
GALLERY 55 Tattoos Rotorua,https://www.facebook.com/Gallery55rotorua/,"1124 Eruera Street, CBD, Rotorua 3010, New Zealand", +64 800 828 866,abdmblack@gmail.com,,,Abdullah,,,,,,,,,,
Fifty Shades of INK ltd,https://www.facebook.com/fiftyshadesofinknz/,"1243 Pukuatua street, Rotorua, New Zealand", +64 22 019 8061,fiftyshadesofinknz@gmail.com,,,Abdullah,,,,,,,,,,
Globus Tattoo Rotorua,http://www.globustattoo.co.nz/,"Rotorua, New Zealand",(+64) 0211 870085 ,globustattoo@gmail.com,,,Abdullah,,,,,,,,,,
Ayu Beauty and Tattoo Studio,https://ayubeautystudio.co.nz/,"137 Ranolf St., Glenholme, Rotorua, New Zealand", +64 27 385 7270,ayubeautystudio@gmail.com,,,Abdullah,,,,,,,,,,
Happy Duckling Tattoo (no walk-in),https://happyducklingtattoo.com/,"2/1181 Hinemoa Street, Rotorua 3010 ",,happyducklingtattoo@gmail.com,,,Abdullah,,,,,,,,,,
TOIARIKI,http://www.facebook.com/pages/TOIARIKI-Contemporary-Ta-Moko/271524634664?ref,"1157 Arawa Street, Rotorua, New Zealand", +64 21 483 272,toiariki@yahoo.com,,,Abdullah,,,,,,,,,,
Skingraft,http://www.facebook.com/SkingraftRotorua,"1175 Pukuatua Street, Rotorua 3010, New Zealand", +64 7-348 3366,skingraft@xtra.co.nz,,,Abdullah,,,,,,,,,,
Black Crow Custom Tattoo Studio (No Piercings),https://www.facebook.com/Black-Crow-Custom-Tattoo-Studio-1467438383468626,"Tokoroa, New Zealand", +64 21 267 2696,blackcrowstudio886@gmail.com,,,Abdullah,,,,,,,,,,
Black Diamond Studio - Taupo and Rotorua,http://blackdiamondtattooltd.com/,"Taupo, New Zealand blackdiamond",,blackdiamondtattoo@xtra.co.nz,,,Abdullah,,,,,,,,,,
AAYT - Private Tattoo Studio,http://www.aayt.net/,"New Zealand Defence Force, New Zealand",,dianab.aayt@gmail.com,,,Abdullah,,,,,,,,,,
Pierce It,http://www.facebook.com/PierceItFullBodyPiercing,"402 Heretaunga Street West, Hastings, New Zealand 4122",64 6 878 5353,pierce_it@hotmail.co.nz,,,Abdullah,,,,,,,,,,
The Edge Beauty Studio,http://www.theedgebeauty.co.nz/,Whanganui 4500 New Zealand,64 6 348 7557,info@theedgebeauty.co.nz,,,Abdullah,,,,,,,,,,
House Of Beauty And Cosmetic Tattooing,http://houseofbeauty.co.nz/,"308 Victoria Avenue, Whanganui, New Zealand",64 22 415 8274,houseofbeautyct@outlook.com,,,Abdullah,,,,,,,,,,
Studio 31 Whanganui,http://www.studio31.co.nz/,"164 Victoria Ave, Whanganui, New Zealand",64 6 345 9731,studio31wangnui@inspire.net.nz,,,Abdullah,,,,,,,,,,
Inkt,https://www.inkt.co.nz/,"17 Victoria Ave, Whanganui, New Zealand",64 6 262 8080,info@inkt.co.nz,,,Abdullah,,,,,,,,,,
Inksklusive Tattoo Studio,https://inksklusive.nz/,"Feilding, New Zealand", +64 21 854 904,inksklusivelimited@gmail.com,,,Abdullah,,,,,,,,,,
Sculpt Brow and Lash Studio,https://sculptbrowandlash.com/,"Durie Hill, Whanganui NZ",64 27 887 0453,sculpt.browandlash@gmail.com,,,Abdullah,,,,,,,,,,
Imperial inc nz,http://www.imperialinc.co.nz/,"168 Taita Drive, Avalon, Lower Hutt 5011",64 4 567 0290,imperialincnz@gmail.com,,,Abdullah,,,,,,,,,,
Pieces Of Eight Tattoo,https://www.facebook.com/Piecesofeighttattoo/,"330 Jackson Street, Petone, Lower Hutt 5012, New Zealand",64 4 569 6704,tattoohades666@gmail.com,,,Abdullah,,,,,,,,,,
Wicked Tattoo (No-Walk-ins) (We don't do Piercings),http://wickedtattoo.co.nz/,"19 Hardy Street, Waterloo, Lower Hutt 5011, New Zealand",64 210 464 167,mywickedtattoo@gmail.com,,,Abdullah,,,,,,,,,,
Sumi Tattoo,http://instagram.com/sumi.tattoo," 2/189 Jackson Street, Petone, Lower Hutt 5012, New Zealand",64 4 213 9724,sumi.tattoo@gmail.com,,,Abdullah,,,,,,,,,,
Feather Touch Cosmetic Tattoo,https://www.feathertouch.co.nz/,"170 High Street, Hutt Central, Lower Hutt 5010, New Zealand",64 4 566 0011,feathertouchnz@gmail.com,,,Abdullah,,,,,,,,,,
Pheenix Piercing,https://pheenix.co.nz/,"Petone, Lower Hutt, New Zealand",64 4 333 2939,support@pheenix.co.nz,,,Abdullah,,,,,,,,,,
Cornerstone Ink Tattoo Studio,http://www.cornerstoneink.co.nz/,"324 George Street, City, Dunedin 9016, New Zealand", +64 021 134 2604,info@cornerstoneink.co.nz,,,Abdullah,,,,,,,,,,
Winter Tattoo,http://www.wintertattoo.com/,Dunedin New Zealand,64 3 425 7810,shop@wintertattoo.com,,,Abdullah,,,,,,,,,,
Mud City Ink,https://m.facebook.com/MudCityInk/,"239 King Edward Street, South Dunedin, Dunedin, New Zealand",64 22 081 3775,tomfoxtat2@hotmail.com,,,Abdullah,,,,,,,,,,
Linear Tattoo,http://www.lineartattoo.com/,"Dunedin, New Zealand",,rob@lineartattoo.com,,,Abdullah,,,,,,,,,,
Amplify,https://www.amplifyyourself.co.nz/,"140 George Street Dunedin Central, 9016",64 3 399 5255,info@amplifydunedin.co.nz,,,Abdullah,,,,,,,,,,
Cosmetic Inc,https://cosmeticinc.co.nz/,"Level 2/7 Bond Street, Central Dunedin",64 27 534 6643,cosmetic.inc@gmail.com,,,Abdullah,,,,,,,,,,
Ravens Ink Tattoo Studio,https://www.ravensink.co.nz/,"354 Greath South Road, Papatoetoe, New Zealand",64 27 637 2836,ravensink.studio@gmail.com,,,Abdullah,,,,,,,,,,
NiceGoblins HQ,http://www.nicegoblins.com/,"220A Dominion Road, Mt Eden, Auckland, New Zealand",64 9 974 0525,letterbox@nicegoblins.com,,,Abdullah,,,,,,,,,,
Keepsake Tattoo,http://www.keepsaketattoo.co.nz/,"PRIVATE STUDIO. Whangaparaoa, Auckland, New Zealand",64 9 303 3640,Bryn@bryngoodall.com,,,Abdullah,,,,,,,,,,
Atramentous Tattoo Studio,http://www.atramentous.co.nz/,"25/90 Hobsonville Road, Hobsonville, Auckland 0618",021 1326 144,hello@atramentous.co.nz,,,Abdullah,,,,,,,,,,
Green Tide Tattoo,http://greentidetattoo.com/,"410 Titirangi Road, Titirangi, Auckland, NZ",64 9 816 8988,greentidetattoo@gmail.com,,,Abdullah,,,,,,,,,,
The Cave Freehand Ink,https://www.facebook.com/thecavefreehandink/,"1/483 Great South Rd Otahuhu, Auckland, New Zealand",64 210 667 332,freehandink@gmail.com,,,Abdullah,,,,,,,,,,
Exium Studio,https://www.exium.co.nz/,"18 Turanga Road Henderson Valley, Auckland 0612",64 210 733 624,exiumstudio@gmail.com,,,Abdullah,,,,,,,,,,
The Fox's Mark,http://www.thefoxsmark.com/,"179A Archers Road, Wairau Valley, Auckland, New Zealand",,info@thefoxsmark.com,,,Abdullah,,,,,,,,,,
Kaitoa Ink,https://www.kaitoaink.com/,"West Auckland, New Zealand",64 21 258 532,kaitoaink@gmail.com,,,Abdullah,,,,,,,,,,
Vaeau Family Studio,https://vaeaufamilystudio.com/,"Tāmaki Makaurau, Aotearoa",64 27 315 0194,vaeaufamilystudio@gmail.com,,,Abdullah,,,,,,,,,,
Petals and Thorns Tattoos,http://petalsandthornstattoos.com/,"77 The Strand, Parnell, Auckland 1010, New Zealand",64 9 600 3277,seavanshiwen@gmail.com,,,Abdullah,,,,,,,,,,
PMU Beauty Studio - Eyebrow Tattoo Auckland,http://www.pmu.co.nz/,"Auckland, New Zealand",64 210 310 745,info@pmu.co.nz,,,Abdullah,,,,,,,,,,
AMARNA,https://www.amarna.co.nz/,"Auckland, New Zealand",64 27 715 1000,info@amarna.co.nz,,,Abdullah,,,,,,,,,,
Doctor Ink Tattoo,https://facebook.com/doctorinknz/,"59, Station Road, Penrose, Auckland, New Zealand",64 9 579 0894,1doctorink@gmail.com,,,Abdullah,,,,,,,,,,
P.inked,http://pinked.gettimely.com/,"1 kawakawa place Westgate, Auckland, New Zealand",64 9 558 3131,partners@gettimely.com,,,Abdullah,,,,,,,,,,
Matakiore Ta Moko - Kirituhi - Maori Tattoo by Thomas Clark - (appointments only - no walk ins),https://www.facebook.com/matakioretamoko/,"Auckland, New Zealand",64 21 184 2697,matakiore@live.com,,,Abdullah,,,,,,,,,,
Tattoo Warehouse,http://www.tattoowarehouse.co.nz/,"10 Walls Road, Penrose, Auckland, Auckland 1061, New Zealand",64 9 525 0166,tattoowarehouse@gmail.com,,,Abdullah,,,,,,,,,,
Laser Studio - Tattoo Removal Auckland,http://laserstudio.co.nz/,"111 Newton Rd, Eden Terrace, Auckland, New Zealand",64 9 363 2004,info@laserstudio.co.nz,,,Abdullah,,,,,,,,,,
Good Fortune Tattoo,https://www.goodfortunenz.com/,Auckland New Zealand,,goodfortunenz@gmail.com,,,Abdullah,,,,,,,,,,
GG Styles Tattoo,https://instagram.com/ggstylestattoo?igshid=OGQ5ZDc2ODk2ZA==,"ᴘᴀᴘᴀᴋᴜʀᴀ, ɴᴢ",64 210 812 6774,ggstylestattoo@gmail.com,,,Abdullah,,,,,,,,,,
Ink By Studio69,https://studio69.co.nz/,"179A Sandringham Road, Sandringham, Auckland 1025",64 22 513 9307,bookstudio69@gmail.com,,,Abdullah,,,,,,,,,,
Illuminati Tattoo Studio,https://www.illuminatitattoo.co.nz/,"Level 1, 1 Alice Ave, Orewa, Auckland, New Zealand. 0931",64 9 947 5309,illuminatitattoonz@gmail.com,,,Abdullah,,,,,,,,,,
St Ray Tattoos and Body Piercing,https://www.straytattoos.com/,"7E/4343 Great North Road Glendene, Auckland 0612",64 210 865 5790,straytattooandpiercing@gmail.com,,,Abdullah,,,,,,,,,,
Shane Johnston Fine Piercing,http://www.shanejohnstonfinepiercing.com/,"9/240 Broadway, Newmarket Auckland, NZ",64 9 520 6754,inquiry@shanejohnstonfinepiercing.com,,,Abdullah,,,,,,,,,,
Ben Jenkins Tattooing,http://www.benjenkinstattooing.com/about,"Auckland, New Zealand",64 9 379 2662,tattoos@benjenkinstattooing.com,,,Abdullah,,,,,,,,,,
Toi Hauāuru Art Studio & Gallery,http://www.toihauauru.com/,"Raglan, Waikato",64 21 174 4629,sytewheoro@yahoo.co.nz,,,Abdullah,,,,,,,,,,
Black Kite Tattoo,http://www.blackkitetattoo.com/,"214 Karangahape Road, Auckland Central",,Toby@blackkitetattoo.com,,,Salman Ahmed,,,,,,,,,,
Art N Soul Tattoo Studio,http://www.artnsoultattoo.co.nz/,"shop 2/5 Rust Avenue, Whangārei 0110, New Zealand",201-820-4341,artnsoulnj@gmail.com,,,Sharoon,,,,,,,,,,
Insight Tattoo Studio,http://www.insighttattoo.co.nz/,"428 Kamo Road, Te Kamo, Whangārei 0112, New Zealand",64 9 971 9067,info@insighttattoo.co.nz,,,Sharoon,,,,,,,,,,
Salt and Ink,https://www.saltandink.co.nz/,"Whangarei, Northland New Zealand",(800) 555-1212,hello@saltandink.co,,,Sharoon,,,,,,,,,,
Lady Abyss Tattoo Studio,https://www.facebook.com/profile.php?id=61550934146486,"192 Bank street, Whangarei, New Zealand",,ladyabysstattoos@gmail.com,,,Sharoon,,,,,,,,,,
Native INC Tattoo Studio,https://www.facebook.com/nativeinctattoostudio/,"19 bank street, Whangarei, Northland 0110, New Zealand",64 210 232 0340,nativeinctattoostudio@gmail.com,,,Sharoon,,,,,,,,,,
Chalky tattoo,https://futureprooftattoo.bigcartel.com/,"2/5 Rust Avenue, Whangārei 0110, New Zealand",,cmck.tattoo@gmail.com,,,Sharoon,,,,,,,,,,
Tattoo Gold,https://www.tattoogoldnz.com/,"18 Barrys Point Road, Takapuna, Auckland 0622, New Zealand",64 9 828 8008,info@tattoogoldnz.com,,,Sharoon,,,,,,,,,,
Otautahi Tattoo Auckland,https://otautahitattoo.com/auckland/,"155 Karangahape Road, Auckland Central, Auckland 1010, New Zealand",64 9 337 0694,auckland@otautahitattoo.com,,,Sharoon,,,,,,,,,,
ThunderHorse Tattoo,https://m.facebook.com/100075982913524/,"Floor 1 shop 3/1 James Street, Whangārei 0110, New Zealand",,thunderhorsetattoo@gmail.com,,,Sharoon,,,,,,,,,,
High Street Tattoo,https://www.highstreettattoo.co.nz/,"2i/47 High Street, Auckland Central, Auckland 1010, New Zealand",64 9 200 0776,hstappointments@gmail.com,,,Sharoon,,,,,,,,,,
Ash Ink,https://www.ashink.co.nz/,"428 Kamo RD, Whangarei, Northland 0112, New Zealand",,ashink.tattoos@icloud.com,,,Sharoon,,,,,,,,,,
Grand rising studio,https://www.facebook.com/p/Grand-Rising-Studio-100063896923567/,"40A Water Street, Whangārei 0110, New Zealand",,grandrising10@gmail.com,,,Sharoon,,,,,,,,,,
In-Line Studios,https://in-linestudios.com/,"561 b Kamo Road, Te Kamo, Whangārei 0112, New Zealand",64 22 358 3216,info@in-line-beauty.com,,,Sharoon,,,,,,,,,,
Stolen Skin Studio,https://www.facebook.com/stolenskinstudio/,"3 May Grove Lane, Waikaraka, Whangārei 0174, New Zealand",64 27 826 8268,stolenskinstudio@gmail.com,,,Sharoon,,,,,,,,,,
Coni Tattoo Studio,https://www.constanzanightingale.com/,"25 Pacific Bay Road, Tutukaka 0173, New Zealand",64 21 562 863,coninightingale@outlook.com,,,Sharoon,,,,,,,,,,
Solstice Tattoo Supply,https://solsticetattoosupply.com/,"1 James St, Whangarei 0110, New Zealand Whangarei, New Zealand 0110",,solsticetattoosupply@gmail.com,,,Sharoon,,,,,,,,,,
Uncle A's Tattoos and Clothing,https://www.facebook.com/uncleasbbqrockstar/,"Whangarei, New Zealand",,renie@uncleas.co.nz,,,Sharoon,,,,,,,,,,
Lulu Bell Tattoos,https://www.facebook.com/profile.php?id=100077692276812,"Whangarei, New Zealand",,lulubelltattoos@gmail.com,,,Sharoon,,,,,,,,,,
Dreamhands Tattoo Studio CBD,https://dhtattoo.co.nz/,"17 Anzac Avenue, Auckland Central, Auckland 1010, New Zealand",64 22 348 2880,dreamhandstattoostudio@gmail.com,,,Sharoon,,,,,,,,,,
Auckland Fine Line Tattoo Studio,https://aucklandfineline.com/,"450 Karangahape Road, Auckland Central, Auckland 1010, New Zealand",,akl.fine.line@gmail.com,,,Sharoon,,,,,,,,,,
Chapter Two Studio,https://www.facebook.com/chaptertwostudionz,"18 Durham Lane, Auckland Central, Auckland 1010, New Zealand",64 9-579 0894,info@chaptertwostudio.co.nz,,,Sharoon,,,,,,,,,,
Townhall Tattoo,https://www.townhalltattoo.co.nz/,"24 Greys Avenue, Auckland Central, Auckland 1010, New Zealand",64 21 311 353,townhallart@gmail.com,,,Sharoon,,,,,,,,,,
