Business Name,Website URL,Contact (General email address),Person Email,Industry,Products they sell,Worker,,,,,,,,,,,,,,,,,,,
Toys“R”Us Iberia SAU,http://www.toysrus.es,clientes@toysrus.es,,Retail,Toys,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Sol&Luna The Art of Leather,http://www.solxluna.com,solxluna@solxluna.com,,Retail,"Tables,Decore",Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Juguetrónica,http://www.juguetronica.com,customerservice@juguetronica.com,,Retail,"PLASMA BALL,GLITTER LAMP",Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
"Cannelle, Especias y Tés",http://www.cannelle.es,cannelle@cannelle.es,,Retail,curries and mixes,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Sivana,http://www.sivanasleep.com,info@sivanasleep.com,,Retail,"Mattresses,Pillows,Bases",Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
The Lab Room,http://www.thelabroom.com,info@thelabroom.com,,Retail,"Body Bath,Face Products",Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
WeTKare,http://www.we-tkare.com,hello@we-tkare.com,,Retail,"TIENDA,Kit starter",Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
BIKES & BIKES MOTOCICLETAS SL,http://www.bikesandbikes.es,info@bybmotos.es,,Retail,Cycles and Bikes,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Big Child Creatives,http://www.bigchildcreatives.com,customerservice@bigchildcreatives.com,,Retail,Retailing,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Naranjas de la China SL,http://www.naranjasdelachina.com,info@naranjasdelachina.com,,Retail,Flowers and Gifts,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
MEBLERO,http://www.meblero.com,info@meblero.com,,Retail,Sofas and Chairs,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Guitarras Ramírez,http://www.guitarrasramirez.com,amalia@guitarrasramirez.com,,Retail,Music Products,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Packawin,http://www.packawin.com,info@packawin.com,,Retail,Kitchen and plastic products,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
BRUMALIS,http://www.brumalis.es,web@brumalis.ess,,Retail,Flowers and Gifts,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Desperate Literature Bookshop,http://www.desperateliterature.com,hello@desperateliterature.com,,Retail,"Gift Certificate,Bookland Passport",Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Umanabrand,http://www.umanabrand.com,hello@umanabrand.com,,Retail,"apparel & fashion,Shoes",Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
THE TREE CBD,http://www.thetreecbd.com,info@thetreecbd.com,,Retail,Pharmaceuticals,Imran,,,,,,,,,,,,,,,,,,,
Atucom Barcelona,http://www.atucombarcelona.com,ventas@atucombarcelona.com,,Retail,Apparel and fashion,Imran,,,,,,,,,,,,,,,,,,,
Tot Bata,http://www.totbata.cat,totbata@totbata.cat,,Retail,Apparel and fashion,Imran,,,,,,,,,,,,,,,,,,,
Naikare,http://www.naikare.es,naikare@naikare.es,,Retail,Commercial Services & Supplies,Imran,,,,,,,,,,,,,,,,,,,
Pastelosofia,http://www.pastelosofia.com,info@pastelosofia.com,,Retail,Food & Staples Retailing,Imran,,,,,,,,,,,,,,,,,,,
Marina Grafeuille,http://www.marinagrafeuille.com,info@marinagrafeuille.com,,Retail,Apparel and fashion,Imran,,,,,,,,,,,,,,,,,,,
Flores internet,http://www.floresinternet.es,info@floresinternet.es,,Retail,Specialty Retail,Imran,,,,,,,,,,,,,,,,,,,
Moquetas para bodas,http://www.moquetasdelvalles.com,info@moquetasdelvalles.com,,Retail,Carpets,Imran,,,,,,,,,,,,,,,,,,,
Miguel Rodríguez,http://www.bolsosmiguel.es,miguel@miguelrodriguez.es,,Retail,Apparel and fashion,Imran,,,,,,,,,,,,,,,,,,,
Carrington Shoes,http://www.carringtonshoes.com,hola@carringtonshoes.com,,Retail,Apparel and fashion,Imran,,,,,,,,,,,,,,,,,,,
OfiGracia,http://www.ofigracia.es,info@ofigracia.es,,Retail,Commercial Services & Supplies,Imran,,,,,,,,,,,,,,,,,,,
Shooters Film Lab Barcelona. Tlf,http://www.shootersfilmlab.com,shooters@kitoli.com,,Retail,Household Durables,Imran,,,,,,,,,,,,,,,,,,,
Mundypiel,http://www.mundypiel.es,info@mundypiel.es,,Retail,Apparel and fashion,Imran,,,,,,,,,,,,,,,,,,,
Floristería Olimpia en Barcelona,http://www.floristeriaolimpia.com,olimpia@?oristeriaolimpia.com,,Retail,Specialty Retail,Imran,,,,,,,,,,,,,,,,,,,
Turquesh,http://www.turquesh.com,turquesh@gmail.com,,Retail,Retailing,Imran,,,,,,,,,,,,,,,,,,,
El Armario de Mimi,http://www.elarmariodemimi.es,info@elarmariodemimi.es,,Retail,Apparel and fashion,Imran,,,,,,,,,,,,,,,,,,,
McRoller,http://www.mcroller.com,mcroller@mcroller.com,,Retail,Leisure Products,Imran,,,,,,,,,,,,,,,,,,,
Marona de colors,http://www.maronadecolors.com,cristina@maronadecolors.com,,Retail,Family Services,Imran,,,,,,,,,,,,,,,,,,,
Forn de Pa Fortino,http://www.fornfortino.com,forn@fornfortino.com,,Retail,Food Products,Imran,,,,,,,,,,,,,,,,,,,
vinilos@metros,http://www.vinilosametros.com,info@vinilosametros.com,,Retail,Retailing,Imran,,,,,,,,,,,,,,,,,,,
ReyToner,http://www.reytoner.com,comercial@reytoner.com,,Retail,Commercial Services & Supplies,Imran,,,,,,,,,,,,,,,,,,,
Lamas Bolaño,http://www.lamasbolanosubastas.com,auctions@lamasbolano.com,,Retail,Specialty Retail,Imran,,,,,,,,,,,,,,,,,,,
Invictus Nutrici,http://www.invictusnutricion.com,invictus@invictusnutricion.com,,Retail,Health Care Providers & Services,Imran,,,,,,,,,,,,,,,,,,,
Manual Thinking,http://www.manualthinking.com,info@manualthinking.com,,Retail,Commercial Services & Supplies,Imran,,,,,,,,,,,,,,,,,,,
Gigamesh,http://www.gigamesh.com,contacto@gigamesh.com,,Retail,Media,Imran,,,,,,,,,,,,,,,,,,,
Atelier de Ballerinas,http://www.atelierdeballerinas.com,info@atelierdeballerinas.com,,Retail,Apparel and fashion,Imran,,,,,,,,,,,,,,,,,,,
Girls Seeds,http://www.girlsseeds.com,info@girlsseeds.com,,Retail,Retailing,Imran,,,,,,,,,,,,,,,,,,,
Malimbus Studio,http://www.malimbus.com,malimbus.arte@gmail.com,,Retail,Apparel and fashion,Imran,,,,,,,,,,,,,,,,,,,
Fiona's Atelier,http://www.fionasatelier.com,info@fionasatelier.com,,Retail,Specialty Retail,Imran,,,,,,,,,,,,,,,,,,,
Armand Òptics,http://www.armandoptics.com,centre@armandoptics.com,,Retail,Health Care Equipment & Supplies,Imran,,,,,,,,,,,,,,,,,,,
Nuclear by Design,http://www.nuclearbydesign.com,team@nuclearbydesign.com,,Retail,Apparel and fashion,Imran,,,,,,,,,,,,,,,,,,,
Lasastre,http://www.lasastre.com,info@lasastre.com,,Retail,Apparel & Fashion,Imran,,,,,,,,,,,,,,,,,,,
Santaló Candles,http://www.santalocandles.com,info@santalocandles.com,,Retail,candles for weddings,Imran,,,,,,,,,,,,,,,,,,,
PINTA EL MÓN,http://www.pintaelmon.com,pintaelmon@gmail.com,,Retail,Commercial Services & Supplies,Imran,,,,,,,,,,,,,,,,,,,
tumotorparapersianas.es,http://www.tumotorparapersianas.es,info@tumotorparapersianas.es,,Retail,MOTOR FOR BLINDS,Imran,,,,,,,,,,,,,,,,,,,
Nacana,http://www.nacana.com,info@nacana.com,,Retail,NoteBooks,Imran,,,,,,,,,,,,,,,,,,,
Tu Marca Original,http://www.tumarcaoriginal.com,comanda@tumarcaoriginal.com,,Retail,Apparel and fashion,Imran,,,,,,,,,,,,,,,,,,,
WERNER MUSICA,http://www.werner-musica.com,werner@werner-musica.com,,Retail,Household Durables,Imran,,,,,,,,,,,,,,,,,,,
Regalos promocionales Publiclick,http://www.publiclick.eu,comercial@publiclick.eu,,Retail,Media,Imran,,,,,,,,,,,,,,,,,,,
Danzarina Essentials,http://www.danzarina.net,info@danzarina.net,,Retail,Shoes,Imran,,,,,,,,,,,,,,,,,,,
Montse Iserte,http://www.montseiserte.com,info@montseiserte.com,,Retail,Retailing,Imran,,,,,,,,,,,,,,,,,,,
Orient Express Modelismo,http://www.orientexpressmodelismo.com,orientexpressmodelismo@gmail.com,,Retail,Leisure Products,Imran,,,,,,,,,,,,,,,,,,,
Grace Barcelona,http://www.gracebarcelona.es,wioletta@gracebarcelona.es,,Retail,Apparel & Fashion,Imran,,,,,,,,,,,,,,,,,,,
talk under light,http://www.talkunderlight.com,we@talkunderlight.com,,Retail,Apparel & Fashion,Imran,,,,,,,,,,,,,,,,,,,
Flamenco Solana y cortes,http://www.flamencosolanaycortes.es,flamenco@solanaycortes.com,,Retail,Apparel & Fashion,Imran,,,,,,,,,,,,,,,,,,,
CASA BARDELLA SL,http://www.casabardella.com,informacio@casabardella.com,,Retail,food and beverage,Imran,,,,,,,,,,,,,,,,,,,
Alianzas de acero,http://www.alianzasdeacero.es,info@alianzasdeacero.es,,Retail,Rings,Imran,,,,,,,,,,,,,,,,,,,
Laia Martin Make Up,http://www.laiamartinmakeup.com,hola@laiamartinmakeup.com,,Retail,Make Up,Imran,,,,,,,,,,,,,,,,,,,
Optica Sisquella,http://www.opticasisquella.com,info@opticasisquella.com,,Retail,SUNGLASSES,Imran,,,,,,,,,,,,,,,,,,,
Gata Cosmética Orgánica,http://www.gatacosmeticaorganica.com,hello@gatacosmeticaorganica.com,,Retail,Personal Products,Imran,,,,,,,,,,,,,,,,,,,
Bcn Iphone,http://www.bcniphone.com,info@bcniphone.com,,Retail,Communications Equipment,Imran,,,,,,,,,,,,,,,,,,,
Libros Jamsa,http://www.librosjamsa.com,info@librosjamsa.com,,Retail,Publish Book,Imran,,,,,,,,,,,,,,,,,,,
La Tienda de Alarcón,http://www.latiendadealarcon.com,soporte@peppermoney.es,,Retail,Specialty Retail,Imran,,,,,,,,,,,,,,,,,,,
Cosmoantic,http://www.cosmoantic.com,info@cosmoantic.com,,Retail,furniture stores,Imran,,,,,,,,,,,,,,,,,,,
La Besnéta,http://www.labesneta.com,daniela@labesneta.com,,Retail,Food & Staples Retailing,Imran,,,,,,,,,,,,,,,,,,,
NEW DELICATESSEN WORLD CENTER SL,http://www.aunomdelarose.es,info@aunomdelarose.es,,Retail,Fresh flowers,Imran,,,,,,,,,,,,,,,,,,,
Calçat Professional,http://www.calzadoprofesional.com,cxt@calzadoprofesional.com,,Retail,Apparel and fashion,Imran,,,,,,,,,,,,,,,,,,,
OhMyQuote,http://www.ohmyquote.com,info@ohmyquote.com,,Retail,Apparel and fashion,Imran,,,,,,,,,,,,,,,,,,,
Fins de Siècles,http://www.finsdesiecles-artdeco.com,contact@fdsartdeco.com,,Retail,Consumer Discretionary,Imran,,,,,,,,,,,,,,,,,,,
Bausa Flors Barcelona,http://www.bausaflors.barcelona,bausaflors@hotmail.com,,Retail,Fresh flowers,Imran,,,,,,,,,,,,,,,,,,,
Con V de Vero CC,http://www.convdevero.com,hello@convdevero.com,,Retail,"Hotels, Restaurants & Leisure",Imran,,,,,,,,,,,,,,,,,,,
Biciclot,http://www.biciclot.coop,info@biciclot.coop,,Retail,Diversified Consumer Services,Imran,,,,,,,,,,,,,,,,,,,
SUPaddict paddlesurf school Bcn,http://www.supaddict.es,support@supaddict.es,,Retail,Diversified Consumer Services,Imran,,,,,,,,,,,,,,,,,,,
Ro the label,http://www.rothelabel.com,info@rothelabel.com,,Retail,Apparel and fashion,Imran,,,,,,,,,,,,,,,,,,,
Cero Residuo,http://www.ceroresiduo.com,info@ceroresiduo.com,,Retail,Internet Software & Services,Imran,,,,,,,,,,,,,,,,,,,
COCOLISO Kids Concept Store,http://www.cocolisoshop.com,info@cocolisoshop.com,,Retail,Apparel and fashion,Imran,,,,,,,,,,,,,,,,,,,
ENFOCA,http://www.enfoca.cat,info@enfoca.cat,,Retail,Industrials,Imran,,,,,,,,,,,,,,,,,,,
Sensitive CBD,http://www.sensitivecbd.com,info@sensitivecbd.com,,Retail,Pharmaceuticals,Imran,,,,,,,,,,,,,,,,,,,
"RAIMA La Carpeta i el Paper, S.A.",http://www.raima.cat,info@raima.cat,,Retail,Commercial Services & Supplies,Imran,,,,,,,,,,,,,,,,,,,
Tucantex Textile,http://www.tucantex.com,info@tucantex.com,,textiles,Apparel and fashion,Imran,,,,,,,,,,,,,,,,,,,
Primate Bakehouse,http://www.primatebakehouse.es,hello@primatebakehouse.es,,Retail,Food & Staples Retailing,Imran,,,,,,,,,,,,,,,,,,,
Rosanna de la Riva,http://www.rosannadelariva.com,info@rosannabarcelona.com,,Retail,Apparel and fashion,Imran,,,,,,,,,,,,,,,,,,,
www.rockillos.com,http://www.rockillos.com,tienda@rockillos.com,,Retail,Apparel & Fashion,Imran,,,,,,,,,,,,,,,,,,,
NAVIGUM SL,http://www.navigum.com,navigum@navigum.com,,Retail,jewelry,Imran,,,,,,,,,,,,,,,,,,,
Wonder Photo,http://www.wonderphotoshop.es,wondercallao@wonderphotoshop.es,,Retail,Specialty Retail,Imran,,,,,,,,,,,,,,,,,,,
"ZAPAORI, la zapatería más original del mercado",http://www.zapaori.com,infozapaori@gmail.com,,Retail,Apparel & Fashion,Imran,,,,,,,,,,,,,,,,,,,
Bornisimo,http://www.bornisimo.com,info@bornisimo.com,,Retail,Apparel and fashion,Imran,,,,,,,,,,,,,,,,,,,
Criloma,http://www.criloma.com,info@criloma.com,,Retail,Consumer Goods,Imran,,,,,,,,,,,,,,,,,,,
Kidani Complements,http://www.kidanicomplements.com,info@kidanicomplements.com,,Retail,Apparel and fashion,Imran,,,,,,,,,,,,,,,,,,,
Ilovekutchi,http://www.ilovekutchi.com,info@ilovekutchi.com,,Retail,Apparel and fashion,Imran,,,,,,,,,,,,,,,,,,,
Farmacia Nuria Santigosa,http://www.farmaciansantigosa.com,info@farmaciansantigosa.com,,Retail,Health Care Providers & Services,Imran,,,,,,,,,,,,,,,,,,,
CasaCaprichos,http://www.casacaprichos.com,info@casacaprichos.com,,Retail,Apparel and fashion,Imran,,,,,,,,,,,,,,,,,,,
Futon Llit,http://www.futonllit.com,info@futonllit.com,,Retail,Specialty Retail,Imran,,,,,,,,,,,,,,,,,,,
Garden en Casa,http://www.gardenencasa.es,clients@gardenencasa.es,,Retail,Roses for winter planting,Imran,,,,,,,,,,,,,,,,,,,
RIERA & ROIGE SL,http://www.motissimo.es,sales@motissimo.es,,Retail,Automotive,Imran,,,,,,,,,,,,,,,,,,,
MARTBERT,http://www.martbert.es,info@martbert.com,,Retail,furniture,Imran,,,,,,,,,,,,,,,,,,,
Revólver Records,http://www.revolverrecords.es,info@revolverrecords.es,,Retail,Second hand store,Imran,,,,,,,,,,,,,,,,,,,
En Ekotrebol,http://www.ekotrebol.es,info@ekotrebol.es,,Retail,Food & Staples Retailing,Imran,,,,,,,,,,,,,,,,,,,
Jkasian Foods. Tienda,http://www.jkasianfoods.com,orders@jkfood.es,,Retail,Food & Staples Retailing,Imran,,,,,,,,,,,,,,,,,,,
Foodcoop BCN,http://www.foodcoopbcn.cat,hola@foodcoopbcn.cat,,Retail,Food & Staples Retailing,Imran,,,,,,,,,,,,,,,,,,,
Ecometas,http://www.ecometas.com,sandra@ecometas.com,,textiles,Apparel and fashion,Imran,,,,,,,,,,,,,,,,,,,
Ferent,http://www.ferent.shop,hello@ferent.shop,,Retail,Apparel and fashion,Imran,,,,,,,,,,,,,,,,,,,
ROEX ( Roller Experience ),http://www.roex.es,info@roex.es,,Retail,Apparel and fashion,Imran,,,,,,,,,,,,,,,,,,,
Kambio Eyewear,http://www.kambioeyewear.com,info@kambioeyewear.com,,Retail,Apparel and fashion,Imran,,,,,,,,,,,,,,,,,,,
Suit beibi,http://www.suitbeibi.com,shoponline@suitbeibi.com,,Retail,Apparel and fashion,Imran,,,,,,,,,,,,,,,,,,,
Minoxidil Spain,http://www.minoxidilkirkland.es,clients@minoxidilespana.es,,Retail,BEARD Oil,Imran,,,,,,,,,,,,,,,,,,,
Que viene el Lobo,http://www.quevieneellobo.com,info@lacabanyeta.com,,Retail,Food & Staples Retailing,Imran,,,,,,,,,,,,,,,,,,,
NOD COLLECTIONS,http://www.nodcollections.com,hello@nodcollections.com,,Retail,Apparel and fashion,Imran,,,,,,,,,,,,,,,,,,,
Drogueria Rovira,http://www.drogueriarovira.com,correo@drogueriarovira.com,,Retail,Health Care Providers & Services,Imran,,,,,,,,,,,,,,,,,,,
Revista Guaraguao,http://www.revistaguaraguao.es,direccion@revistaguaraguao.es,,Retail,Books,Waqas,,,,,,,,,,,,,,,,,,,
mimerkado.com,http://www.mimerkado.com,hola@mimerkado.com,,Retail,Second hand store,Waqas,,,,,,,,,,,,,,,,,,,
BER.SUS,http://www.bersus.com.es,hello@bersus.com.es,,Retail,Apparel and fashion,Waqas,,,,,,,,,,,,,,,,,,,
Zanah Pasteles,http://www.zanahpasteles.com,hola@zanahpasteles.com,,Retail,Food & Backery,Waqas,,,,,,,,,,,,,,,,,,,
Salvadó Mallol,http://www.mallol.com,,verdi@mallol.com,Retail,Jewelry,Waqas,,,,,,,,,,,,,,,,,,,
Farmacia Regomir,http://www.farmaciaregomir.com,farmaciaparicio@cofb.net,,Retail,Cosmetic,Waqas,,,,,,,,,,,,,,,,,,,
Paraguas Vogue Brand,http://www.paraguas.es,clima@clima.es,,Retail,Apparel and fashion,Waqas,,,,,,,,,,,,,,,,,,,
Kit de Kids,http://www.kitdekids.com,hola@kitdekids.com,,Retail,Apparel and fashion,Waqas,,,,,,,,,,,,,,,,,,,
CV Primary Essence,http://www.cvcosmetics.eu,info@cvcosmeticavital.com,,Retail,Cosmetic,Waqas,,,,,,,,,,,,,,,,,,,
TuElectrodoméstico,http://www.tuelectrodomestico.es,contacto@tuelectrodomestico.es,,Retail,Electrical Products,Waqas,,,,,,,,,,,,,,,,,,,
Enric Rosich,http://www.enricrosich.com,info@enricrosich.com,,Retail,Food & Backery,Waqas,,,,,,,,,,,,,,,,,,,
La Hojalatería,http://www.lahojalateria.es,info@lahojalateria.es,,Retail,Metal Manufacturing Product,Waqas,,,,,,,,,,,,,,,,,,,
Pescaworld,http://www.pescaworld.com,info@pescaworld.com,,Retail,Fish Hunting Product,Waqas,,,,,,,,,,,,,,,,,,,
Electro YA,http://www.electroya.com,info@electroya.com,,Retail,Computer Electrical Products,Waqas,,,,,,,,,,,,,,,,,,,
Lloveras Barceló,http://www.florslloveras.com,info@florslloveras.com,,Retail,Fresh Plant,Waqas,,,,,,,,,,,,,,,,,,,
Rodats Escuela de Patinaje,http://www.rodats.com,info@rodats.com,,Retail,Shose,Waqas,,,,,,,,,,,,,,,,,,,
Pinza’t,http://www.pinzat.com,info@pinzat.com,,Retail,Apparel and fashion & Bag,Waqas,,,,,,,,,,,,,,,,,,,
Zapatos Charo,http://www.zapatoscharo.com,zapatoscharo@gmail.com,,Retail,Shose,Waqas,,,,,,,,,,,,,,,,,,,
Farmacia M. Angels Comas,http://www.farmaciacomas.com,,farmacia@farmaciacomas.com,Retail,Pahrna & Medical,Waqas,,,,,,,,,,,,,,,,,,,
Filatelia Julio Haeffner,http://www.filateliahaeffner.com,info@filateliahaeffner.com,,Retail,Gov Stemp Ticket,Waqas,,,,,,,,,,,,,,,,,,,
SKARRA MUCCI,http://www.skarramucci.com,booking@skarramucci.com,,Retail,Music Cd Player,Waqas,,,,,,,,,,,,,,,,,,,
Revelab Studio,http://www.revelab.es,info@revelab.es,,Retail,Analogue Development,Waqas,,,,,,,,,,,,,,,,,,,
Santa Cafeïna,http://www.santacafeina.cat,info@santacafeina.cat,,Retail,Food & Backery,Waqas,,,,,,,,,,,,,,,,,,,
Nopal Oil,http://www.nopaloil.com,info@nopaloil.com,,Retail,Cosmetic Skin Care Product,Waqas,,,,,,,,,,,,,,,,,,,
Balart Nuvies - vestidos de novia y organización de bodas,http://www.balartnuvies.com,info@balartnuvies.com,,Retail,Apparel and fashion,Waqas,,,,,,,,,,,,,,,,,,,
La Científica,http://www.lacientifica.com,info@lacientifica.com,,Retail,Lab Product,Waqas,,,,,,,,,,,,,,,,,,,
Emoveyou / Electric Bikes & Scooters,http://www.emoveyou.com,barcelona@emoveyou.com,,Retail,Bicycles,Aaron,,,,,,,,,,,,,,,,,,,
JEAN PIERRE BUA S.A.,http://www.jeanpierrebua.com,eshop@jeanpierrebua.com,,Retail,Apparel and fashion,Aaron,,,,,,,,,,,,,,,,,,,
El Bosque Esencial,http://www.elbosquesencial.com,info@elbosquesencial.com,,Retail,Oils,Aaron,,,,,,,,,,,,,,,,,,,
Cereria Subirà,http://www.cereriasubira.cat,info@cereriasubira.cat,,Retail,Candles,Aaron,,,,,,,,,,,,,,,,,,,
La Plantisserie,http://www.laplantisserie.com,carlota@laplantisserie.com,,Retail,Plants,Aaron,,,,,,,,,,,,,,,,,,,
Farmacia Martí Tor,http://www.farmaciamartitor.es,pedidos@martitor.es,,Retail,Pharmacy or Medical Products,Aaron,,,,,,,,,,,,,,,,,,,
The Paradise Corner,http://www.theparadisecorner.com,hello@theparadisecorner.com,,Retail,Appliance,Aaron,,,,,,,,,,,,,,,,,,,
Montnegre Caravan,http://www.montnegrecaravan.com,info@montnegrecaravan.com,,Retail,Automotive Products,Aaron,,,,,,,,,,,,,,,,,,,
Formma Design,http://www.formmadesign.com,info@formmadesign.com,,Retail,"Limecoat Lime coating, Limestone Stone Cladding, Lineatelier (coming soon)",Aaron,,,,,,,,,,,,,,,,,,,
Flow Barcelona,http://www.flow.barcelona,theflowlab.bcn@gmail.com,,Retail,Plumbing glossary,Aaron,,,,,,,,,,,,,,,,,,,
Zapicables,http://www.zapicables.es,info@zapicables.es,,Retail,Automotive Products,Aaron,,,,,,,,,,,,,,,,,,,
Guitar Shop Barcelona,http://www.guitarshop.es,guitarshop@guitarshop.es,,Retail,Musical Instruments,Aaron,,,,,,,,,,,,,,,,,,,
ELIS prêt-à-porter,http://www.elisbarcelona.com,info@elisbarcelona.com,,Retail,Apparel and fashion,Aaron,,,,,,,,,,,,,,,,,,,
Cotton Paper,http://www.cottonpaper.es,maria@cottonpaper.es,,Retail,Stationary,Aaron,,,,,,,,,,,,,,,,,,,
Farmacia Ros de Olano,http://www.farmaciarosdeolano.com,farmaciarosdeolano@gmail.com,,Retail,Pharmacy or Medical Products,Aaron,,,,,,,,,,,,,,,,,,,
Catsacks Barcelona,http://www.catsacksbarcelona.eu,info@catsacks.eu,,Retail,Bags,Aaron,,,,,,,,,,,,,,,,,,,
Dolce Vita Outlet,http://www.dolcevitaboutique.es,info@dolcevitaboutique.es,,Retail,Apparel and fashion,Aaron,,,,,,,,,,,,,,,,,,,
Soley Boquería,http://www.soleyboqueria.com,jsoley72@gmail.com,,Retail,Food and Beverages,Aaron,,,,,,,,,,,,,,,,,,,
FontDirect,http://www.fontdirect.com,info@grandfontaine.eu,,Retail,Pharmacy or Medical Products,Aaron,,,,,,,,,,,,,,,,,,,
Vestidos de comunión Aliana,http://www.alianacomunion.com,info@alianacomunion.com,,Retail,Kids Clothing,Aaron,,,,,,,,,,,,,,,,,,,
Ducati Barcelona,http://www.ducatibarcelona.com,info@ducatibarcelona.com,,Retail,Motorbikes,Aaron,,,,,,,,,,,,,,,,,,,
ecoxstar,http://www.movewheel.es,ecoxstar@gmail.com,,Retail,Electric Scooty,Aaron,,,,,,,,,,,,,,,,,,,
El Gat Pelut,http://www.elgatpelut.cat,info@elgatpelut.cat,,Retail,Books and Novels,Aaron,,,,,,,,,,,,,,,,,,,
Hueso Colorado Studio,http://www.huesocoloradostudio.com,hola@huesocoloradostudio.com,,Retail,Apparel and fashion,Aaron,,,,,,,,,,,,,,,,,,,
Happy Cargo Bike,http://www.happycargobike.com,bike@happycargobike.com,,Retail,Bicycles,Aaron,,,,,,,,,,,,,,,,,,,
Pau Tena Ciclisme,http://www.clementinabicicleta.com,info@clementinabicicleta.com,,Retail,Bicycles,Aaron,,,,,,,,,,,,,,,,,,,
Loval Antiques,http://www.lovalantiques.com,info@lovalantiques.com,,Retail,Decoration Products,Aaron,,,,,,,,,,,,,,,,,,,
Salón Selección,http://www.salonseleccion.com,info@salonseleccion.com,,Retail,Cosmetics,Aaron,,,,,,,,,,,,,,,,,,,
Muebles Industria,http://www.mueblesindustria.com,info@mueblesindustria.com,,Retail,Furniture & Matresses,Aaron,,,,,,,,,,,,,,,,,,,
Donde Reparar Patinete Eléctrico,http://www.donderepararpatineteelectrico.com,jbartulos@sbdinternet.com,,Retail,Scooties,Aaron,,,,,,,,,,,,,,,,,,,
Dancing Vinyl,http://www.dancingvinyl.com,contact@dancingvinyl.com,,Retail,Home & Appliance,Aaron,,,,,,,,,,,,,,,,,,,
Instrument Rental,http://www.shinemusicrental.com,info@shinemusicrental.com,,Retail,Musical Instruments,Aaron,,,,,,,,,,,,,,,,,,,
Iguapop Shop,http://www.iguapopshop.com,info@iguapopshop.com,,Retail,Apparel and fashion,Aaron,,,,,,,,,,,,,,,,,,,
Vallès Rugby,http://www.vallesrugby.com,info@vallesrugby.com,,Retail,Clothing,Aaron,,,,,,,,,,,,,,,,,,,
Mater Ceramics,http://www.materceramics.com,hi@materceramics.com,,Retail,Decoration & Kitchen Products,Aaron,,,,,,,,,,,,,,,,,,,
ANDREA VIÊNTËC shop | atelier,http://www.andreavientec.com,contact@andreavientec.com,,Retail,Caps,Aaron,,,,,,,,,,,,,,,,,,,
ALI-BEY nens,http://www.alibeynens.com,info@alibeynens.com,,Retail,Baby Products,Aaron,,,,,,,,,,,,,,,,,,,
Vagary Kalon,http://www.vagarykalon.com,universe@vagarykalon.com,,Retail,Archive Collection · Talismanic Collection · Venus Collection,Aaron,,,,,,,,,,,,,,,,,,,
Usar y reusar,http://www.usaryreusar.com,info@usaryreusar.com,,Retail,bath and body products,Aaron,,,,,,,,,,,,,,,,,,,
XUXES COMPANY,http://www.xuxes.store,xuxescbd@gmail.com,,Retail,"Flowers, Packs, Hash, Popcorn, Oils",Aaron,,,,,,,,,,,,,,,,,,,
XIUXIU,http://www.xiuxiu.cat,,anna@xiuxiu.cat,Retail,"Love Gifts, Birthday Gifts, Babies Gifts, Wedding Gifts",Aaron,,,,,,,,,,,,,,,,,,,
Juia Jewels,http://www.juiajewels.com,info@juiajewels.com,,Retail,Jewelry,Aaron,,,,,,,,,,,,,,,,,,,
Maemuki Shop,http://www.maemukishop.com,hola@maemuki.com,,Retail,Bracelets and Necklaces,Aaron,,,,,,,,,,,,,,,,,,,
Pit Stop,http://www.reparartupatinete.com,hola@reparartupatinete.com,,Retail,Scooties,Aaron,,,,,,,,,,,,,,,,,,,
Augusto Lignano Boutique,http://www.augustolignanoboutique.com,augustolignanoboutique@yahoo.es,,Retail,Apparel and fashion,Aaron,,,,,,,,,,,,,,,,,,,
Gargot,http://www.gargot.cat,info@gargot.cat,,Retail,Artifical Plants,Aaron,,,,,,,,,,,,,,,,,,,
lucanni,http://www.lucanni.com,comunicacion@chantelet.com,,Retail,Cosmetics,Aaron,,,,,,,,,,,,,,,,,,,
XXL Hardwear,http://www.xxlhardwear.com,sales.xxlhardwear@gmail.com,,Retail,"Bracelets, Silver Collection, wallet chain, Rings, Accessories, Necklaces, Saltpeter (Woman), La Guarida",Aaron,,,,,,,,,,,,,,,,,,,
la botiga de la catedral de barcelona,http://www.botigacatedralbarcelona.com,info@botigacatedralbarcelona.com,,Retail,Bracelets and Jewelry,Aaron,,,,,,,,,,,,,,,,,,,
