Business Name,Address,City,State,Zip,License Number,Phone Number,Contractor Type,Website,Email,Sourse Link,Worker
SNYDER BROTHERS CONSTRUCTION INC,45405 INDUSTRIAL PL UNIT 14,FREMONT,CA,94538,874260,(209) 556-7307,General,,,,Sharoon
SOBEY CONSTRUCTION INC,6205 GLENDORA CT,SAN JOSE,CA,95123,505454,(408) 891-4039,General,,,,Sharoon
SOCRA's PAINTING & DECORATING INC,376 VALE DRIVE,SAN JOSE,CA,95123,1075426,(408) 600-8750,Painting,https://www.socraspaintingdecoratinginc.com/,,,Sharoon
SODINI & SONS CONSTRUCTION,1025 HOWARD AVE,SAN MATEO,CA,94401,755760,(650) 759-4994,General,,,,Sharoon
SOFT EARTH LANDSCAPES,760 NEWHALL DR #1058,SAN JOSE,CA,95110,1126656,(408) 601-0292,Landscaping,https://www.softearthlandscapes.com/,christopher@softearthlandscapes.com,https://www.softearthlandscapes.com/,Sharoon
SOHEIL SAMARI CONSTRUCTION,841 RICHMOND AVENUE,SAN JOSE,CA,95128,1014769,(408) 630-7054,General,,,,Sharoon
SOIL TECHNOLOGIES,2530 BERRYESSA ROAD SUITE 245,SAN JOSE,CA,95132,980085,(408) 499-2628,General,https://www.facebook.com/profile.php?id=100057186741571&locale=cy_GB,,,Sharoon
SOL SUNROOMS LLC,1285 MATTERHORN DR,SAN JOSE,CA,95132,1128570,(408) 613-6613,General,,,,Sharoon
SOLAR EASE INC,1443 SPRUCEWOOD DR,SAN JOSE,CA,95118,992302,(408) 912-5054,Solar,,,,Sharoon
SOLAR EASE INC,1443 SPRUCEWOOD DR,SAN JOSE,CA,95118,992302,(408) 912-5054,General,,,,Rehan
SOLAR PANEL SOLUTIONS INC,5479 DON JUAN CIRCLE,SAN JOSE,CA,95123,1054153,(408) 666-0548,Solar,,,,Sharoon
SOLAR POWER FUND,919 THE ALAMEDA,SAN JOSE,CA,95126,1097059,(408) 350-7500,Solar,,,,Sharoon
SOLAR SYSTEM BUILDERS,2845 MOORPARK AVE STE 204,SAN JOSE,CA,95128,1008083,(408) 705-8623,General,,,,Sharoon
SOLAR SYSTEM BUILDERS,2845 MOORPARK AVE STE 204,SAN JOSE,CA,95128,1008083,(408) 705-8623,Electrical,,,,Rehan
SOLARFARGO,3481 PAYNE AVE,SAN JOSE,CA,95117,1067661,(415) 813-8957,Solar,,,,Sharoon
SOLARSESAME INC,400 CONCAR DRIVE 04-129,SAN MATEO,CA,94402,1116168,(650) 307-3686,Electrical,https://solarsesame.com/,contact@solarsesame.com,https://solarsesame.com/,Sharoon
SOLARSESAME INC,400 CONCAR DRIVE 04-129,SAN MATEO,CA,94402,1116168,(650) 307-3686,Roofing,,,,Rehan
SOLARSESAME INC,400 CONCAR DRIVE 04-129,SAN MATEO,CA,94402,1116168,(650) 307-3686,Solar,,,,Rehan
SOLED SOLUTIONS INC,1009 E CAPITOL EXPY # 112,SAN JOSE,CA,95121,993228,(408) 390-7722,General,,,,Rehan
SOLED SOLUTIONS INC,1009 E CAPITOL EXPY # 112,SAN JOSE,CA,95121,993228,(408) 390-7722,Electrical,,,,Rehan
SOLED SOLUTIONS INC,1009 E CAPITOL EXPY # 112,SAN JOSE,CA,95121,993228,(408) 390-7722,Clean Up,,,,Rehan
SOLEEVA ENERGY INC,1918 JUCTION AVE,SAN JOSE,CA,95131,997345,(408) 691-8658,General,https://www.soleeva.com/,info@soleeva.com,https://www.soleeva.com/,Sharoon
SOLEEVA ENERGY INC,1918 JUCTION AVE,SAN JOSE,CA,95131,997345,(408) 691-8658,Electrical,,,,Rehan
SOLELECTRIC,P O BOX 611982,SAN JOSE,CA,95161,1075106,(408) 677-0670,Electrical,,,,Sharoon
SOLEX ELECTRIC,1903 ADELAIDE WAY,SAN JOSE,CA,95124,531137,(408) 371-5308,Electrical,https://www.solexelectric.com/,info@solexelectric.com,https://www.solexelectric.com/,Sharoon
SOLID COAT PAINTING,38756 HUNTINGTON CIRCLE,FREMONT,CA,94536,910698,(408) 204-5305,Painting,,,,Sharoon
SOLID CONSTRUCTION LLC,15321 CHARMERAN AVE,SAN JOSE,CA,95124,1081885,(408) 644-9036,General,,,,Sharoon
SOLIZ PLUMBING HEATING & AIR CONDITIONING,3045 KENTRIDGE DR,SAN JOSE,CA,95133,779360,(408) 251-3358,HVAC,,,,Sharoon
SOLIZ PLUMBING HEATING & AIR CONDITIONING,3045 KENTRIDGE DR,SAN JOSE,CA,95133,779360,(408) 251-3358,Plumbing,,,,Rehan
SOLIZ ROOF REPAIR INC,911 N 7TH STREET,SAN JOSE,CA,95112,936486,(408) 687-3438,Roofing,,,,Sharoon
SOLORIO's LANDSCAPE,792 FARM DR APT 4,SAN JOSE,CA,95136,1115521,(408) 509-8739,Landscaping,,,,Sharoon
SOLTERO ORNAMENTAL IRON,1611 TERMINAL AVE,SAN JOSE,CA,95112,983787,(408) 529-4177,Ornamental Metals,https://solteroiron.com/lander,,,Sharoon
SOLTMEN BUILDERS,39321 MARIPOSA WAY,FREMONT,CA,94538,963710,(510) 938-2219,General,,,,Sharoon
SOMERA CONSTRUCTION CO INC,1807 WINTERSONG COURT,SAN JOSE,CA,95131,840563,(408) 396-5803,General,https://www.someraconstruction.com/,somera.construction@gmail.com,https://www.someraconstruction.com/,Sharoon
SOMOZA CASEWORK INSTALLATIONS,P O BOX 207,SAN MATEO,CA,94401,970867,(415) 724-4447,Finish Carpentry,,,,Sharoon
SON TRAN,79 BIRCH LANE,SAN JOSE,CA,95127,1131528,(619) 564-9211,General,,,,Rehan
SONOMA CONSTRUCTION INC,117 BERNAL ROAD ST 70-315,SAN JOSE,CA,95119,514991,(408) 673-1779,General,,,,Sharoon
SONOMA CONSTRUCTION INC,117 BERNAL ROAD ST 70-315,SAN JOSE,CA,95119,514991,(408) 673-1779,General,,,,Rehan
SOON CONSTRUCTION,2702 APOLLO DR,SAN JOSE,CA,95121,1113802,(408) 210-7816,General,,,,Sharoon
SOURCE ONE TILE,921 SELBY LANE,SAN JOSE,CA,95127,948105,(408) 515-9365,Tile,,,,Sharoon
SOUSA PAINTING INC,228 SAN JOSE AVE,SAN JOSE,CA,95125,653499,(925) 575-1972,Painting,http://www.sousapaintinginc.com/,,,Sharoon
SOUTH BAY ACCESS SOLUTIONS,1585 BRANHAM LANE UNIT B,SAN JOSE,CA,95118,862915,(408) 827-5461,General,,,,Sharoon
SOUTH BAY ACCESS SOLUTIONS,1585 BRANHAM LANE UNIT B,SAN JOSE,CA,95118,862915,(408) 827-5461,Electrical,,,,Rehan
SOUTH BAY AIR LLC,5891 WINFIELD BLVD,SAN JOSE,CA,95123,994080,(408) 691-8578,HVAC,https://www.sbahvac.com/,ross@sbahvac.com,https://www.sbahvac.com/,Sharoon
SOUTH BAY ELECTRIC,PO BOX 7294,FREMONT,CA,94537,573219,(510) 651-5678,Electrical,,,,M Waqas
SOUTH BAY FIVE STAR FENCE INC,6328 CHANNEL DRIVE,SAN JOSE,CA,95123,1053645,(408) 771-5017,Fencing,https://www.sanjosefencecontractor.com/,info@southbayfivestarfenceco.com,,M Waqas
SOUTH BAY HOME IMPROVEMENT,5080 NEW ENGLAND CT,SAN JOSE,CA,95136,687859,(408) 687-1173,General,https://homeimprovementinsanjoseca.com/,,,M Waqas
SOUTH BAY TELECOM INC,5743 PLAYA DEL REY #3,SAN JOSE,CA,95123,1043285,(408) 712-0348,General,,,,M Waqas
SOUTH BAY TELECOM INC,5743 PLAYA DEL REY #3,SAN JOSE,CA,95123,1043285,(408) 712-0348,Traffic Control,,,,Rehan
SOUTH BAY TILE,5755 BESWICK DRIVE,SAN JOSE,CA,95123,1071094,(408) 590-1457,Tile,https://www.south-bay-tile.com/,southbaytile.com@gmail.com,,M Waqas
SOUTH CREEK ROOFING & WATERPROOFING INC,130 LEWIS RD STE 7,SAN JOSE,CA,95111,1027985,(408) 227-8199,Roofing,http://southcreekroofing.net/,,,M Waqas
SOUTH PENINSULA BACKHOE SERVICE,3680 JUSTINE DRIVE,SAN JOSE,CA,95124,629094,(408) 691-6785,Landscaping,,,,M Waqas
SOUTH VALLEY CONSTRUCTION INC,1948 CAMDEN AVE,SAN JOSE,CA,95124,888246,(408) 655-4116,General,,,,M Waqas
SOUTH VALLEY LANDSCAPE CONSTRUCTION,3150 ALMADEN EXPRESSWAY,SAN JOSE,CA,95118,875430,(408) 954-8024,Landscaping,https://www.southvalleylandscapeconstruction.com/,,,M Waqas
SOUTH VALLEY ROOFING INC,2767 AIELLO DRIVE,SAN JOSE,CA,95111,705050,(800) 705-7663,Roofing,http://southvalleyroofing.com/,svroof@southvalleyroofing.com,,M Waqas
SOUTHBAY DESIGN & LANDSCAPING INC,1725 ROGERS AVE UNIT J,SAN JOSE,CA,95112,894036,(408) 452-1270,Landscaping,https://www.southbaydesignandlandscaping.com/,,,M Waqas
SOUTHBAY TILE,1224 PELLIER DRIVE,SAN JOSE,CA,95212,887706,(408) 209-8220,Tile,https://www.southbaytile.com/contact-4,southbaytile@att.net,,M Waqas
SOUTHBAY WOODWORKS INC,227 SAN JOSE AVE,SAN JOSE,CA,95125,942540,(408) 298-2812,General,https://southbaywoodworksinc.com/,szenobi@att.net,,M Waqas
SOUTHEAST BUILDER,1662 TAMPA COURT,SAN JOSE,CA,95122,1112369,(408) 387-9023,General,,,,M Waqas
SOUTHEAST BUILDERS,1662 TAMPA COURT,SAN JOSE,CA,95122,932983,(408) 387-9023,General,,,,Rehan
SOUTHERN ROCK,2156 PRUNE AVE,FREMONT,CA,94539,904144,(510) 676-2664,General,,,,M Waqas
SOUTHWEST CONCESSIONS INC,3059 RUBINO CIRCLE,SAN JOSE,CA,95125,877015,(408) 921-8148,General,,,,M Waqas
SPARKS ELECTRIC LLC,6054 CALLE DE RICO,SAN JOSE,CA,95124,1075305,(669) 258-8553,Electrical,,,,Rehan
SPARTAN ENGINEERING INC,115 PHELAN AVE STE 10-A,SAN JOSE,CA,95112,383232,(408) 993-0560,Electrical,http://spartanengineering.com/,,,M Waqas
SPECIALTY ROOF REMOVAL SERVICES INC,2530 BERRYESSA RD #610,SAN JOSE,CA,95132,1102573,(408) 680-1387,Roofing,https://www.specialtyroofremoval.com/,SpecialtyRemoval@gmail.com,,M Waqas
SPECTRUM BAY PAINTING,1231 JANIS WAY,SAN JOSE,CA,95125,864680,(408) 202-8352,Painting,,,,M Waqas
SPEED CONSTRUCTION AND DEVELOPMENT INC,979 STORY RD UNIT 7063,SAN JOSE,CA,95122,1098660,(510) 415-5834,General,,,,Rehan
SPEED REMODELING,2623 LOOMIS DR,SAN JOSE,CA,95121,1028740,(408) 904-9817,General,,,,M Waqas
SPEED REMODELING,2623 LOOMIS DR,SAN JOSE,CA,95121,1028740,(408) 904-9817,Tile,,,,Rehan
SPEED REMODELING,2623 LOOMIS DR,SAN JOSE,CA,95121,1028740,(408) 904-9817,Clean Up,,,,Rehan
SPENO D CONSTRUCTION,544 AUZERAIS AVE,SAN JOSE,CA,95126,754146,(408) 234-2307,General,,,,M Waqas
SPENO NICHOLAS A & ASSOCIATES INC,1142 SOUTH WINCHESTER BLVD,SAN JOSE,CA,95128,304342,(408) 984-1216,General,,,,M Waqas
SPIERS JOHN P CONSTRUCTION,2720 MASON LANE,SAN MATEO,CA,94403,716565,(650) 573-5212,General,,,,M Waqas
SPINDOLA CONSTRUCTION,1649 BLOSSOM HILL ROAD,SAN JOSE,CA,95124,870041,(408) 389-2715,General,http://www.spindolaconstruction.com/,contact@spindolaconstruction.com,https://www.facebook.com/spinconstruct/,M Waqas
SPINDOLA CONSTRUCTION,1649 BLOSSOM HILL ROAD,SAN JOSE,CA,95124,870041,(408) 389-2715,Plumbing,,,,Rehan
SPLICING TERMINATING AND TESTING INC,1451 ATTBERRY LANE,SAN JOSE,CA,95131,414871,(408) 321-7690,Electrical,http://www.stthighvoltage.com/,info@stthighvoltage.com,,M Waqas
SPOTLIGHT ROOFING INC,1630 S DELAWARE ST # 5363,SAN MATEO,CA,94402,1126976,(415) 481-2884,General,,,,M Waqas
SPOTLIGHT ROOFING INC,1630 S DELAWARE ST # 5363,SAN MATEO,CA,94402,1126976,(415) 481-2884,Roofing,,,,Rehan
SPRIG ELECTRIC CO,1860 SOUTH 10TH STREET,SAN JOSE,CA,95112,296728,(408) 298-3134,General,,,,M Waqas
SPRIG ELECTRIC CO,1860 SOUTH 10TH STREET,SAN JOSE,CA,95112,296728,(408) 298-3134,Electrical,,,,Rehan
SPS PLUMBING,1177 BRANHAM LN #227,SAN JOSE,CA,95118,952444,(408) 622-8183,Plumbing,https://spsplumbers.com/,info@spsplumbers.com,,M Waqas
SQUARE BUILDERS GROUP,920 SARATOGA AVE STE 107,SAN JOSE,CA,95129,1114377,(669) 222-9990,General,,,,M Waqas
SQUARE THREE INC,1020 S DE ANZA BLVD # H104,SAN JOSE,CA,95129,1075734,(408) 228-7302,General,http://www.squarethreeinc.com/,team@squarethreeinc.com,,M Waqas
SQUARE THREE INC,1020 S DE ANZA BLVD # H104,SAN JOSE,CA,95129,1075734,(408) 228-7302,Electrical,,,,Rehan
SQUARE THREE INC,1020 S DE ANZA BLVD # H104,SAN JOSE,CA,95129,1075734,(408) 228-7302,Fire Protection,,,,Rehan
SQUARE THREE INC,1020 S DE ANZA BLVD # H104,SAN JOSE,CA,95129,1075734,(408) 228-7302,HVAC,,,,Rehan
SQUARE THREE INC,1020 S DE ANZA BLVD # H104,SAN JOSE,CA,95129,1075734,(408) 228-7302,Plumbing,,,,Rehan
SS DEMOLITION INC,3172 BOURGEOIS WAY,SAN JOSE,CA,95111,1072016,(408) 728-2952,Demolition,,,,M Waqas
SSG DESIGN AND REMODELING,790 SARATOGA AVE APT R213,SAN JOSE,CA,95129,1086253,(408) 499-2699,General,,,,M Waqas
ST CLAIR RICHARD,4916 TILDEN DR,SAN JOSE,CA,95124,1028916,(408) 205-0770,Landscaping,,,,M Waqas
ST PAVING,280 SOUTHSIDE DRIVE,SAN JOSE,CA,95111,1056572,(408) 421-2189,Landscaping,,,,M Waqas
STAGE 3 CONSTRUCTION INC,349 LIANA WAY,SAN JOSE,CA,95126,1127753,(408) 836-1696,General,,damian@stage3construction.com,https://www.facebook.com/p/Elevation-Studio-100066381290764/,M Waqas
STAGE5 CONSTRUCTION,786 UPTON COURT,SAN JOSE,CA,95136,893459,(408) 828-2425,General,,,,M Waqas
STAGE5 CONSTRUCTION,786 UPTON COURT,SAN JOSE,CA,95136,893459,(408) 828-2425,Flooring,,,,Rehan
STAGER CONSTRUCTION,P O BOX 90212,SAN JOSE,CA,95109,933487,(408) 564-3234,General,https://www.stagerconstruction.com/,info@stagerconstruction.com,,M Waqas
STALIE CONSTRUCTION,2048 CIRONE WAY,SAN JOSE,CA,95124,560698,(408) 723-9072,General,,,,M Waqas
STALIE CONSTRUCTION,2048 CIRONE WAY,SAN JOSE,CA,95124,560698,(408) 723-9072,Plumbing,,,,Rehan
STANFORD GREEN CONSTRUCTION,36 MILLAR AVE,SAN JOSE,CA,95127,916546,(650) 773-1594,General,,,,M Waqas
STANTON LANDSCAPE & MAINTENANCE,1650 CABANA DRIVE,SAN JOSE,CA,95125,458321,(408) 916-6546,Landscaping,,,,Rehan
STAR GENERAL CONSTRUCTION INC,115 N JACKSON AVE STE 102,SAN JOSE,CA,95116,1083590,(650) 223-3820,General,,,,M Waqas
STAR HOUSE CONSTRUCTION INC,1626 HALLBROOK DR,SAN JOSE,CA,95124,1115186,(916) 296-9547,General,,,,M Waqas
STAR PAINTING,1547 ALTAMONT AVE,SAN JOSE,CA,95125,686323,(408) 981-1263,Painting,,,,M Waqas
STAR PAINTING AND DEC,4740 CALLE DE TOSCA,SAN JOSE,CA,95118,376058,(408) 315-8595,Painting,,,,M Waqas
STAR PLUMBING,348 HALSEY AVE,SAN JOSE,CA,95128,1132785,(669) 224-0765,Plumbing,,,,M Waqas
STARBURST CONSTRUCTION INC,1207 REDCLIFF DRIVE,SAN JOSE,CA,95118,580070,(408) 448-1328,General,http://www.starburstconstruction.com/,cindy@starburstconstruction.com,,M Waqas
STARELLI KEVIN V,3961 BRANSON DRIVE,SAN MATEO,CA,94403,703600,(650) 245-0774,Painting,,,,M Waqas
STARLIGHT ENERGY LLC,4614 SIDLAW CT,SAN JOSE,CA,95136,1132072,(408) 702-0480,Electrical,,,,M Waqas
STATEN SOLAR CORPORATION,175 NORTECH PKWY,SAN JOSE,CA,95134,984910,(669) 202-0308,Solar,https://statensolar.com/,inforequest@statensolar.com,,M Waqas
STATEN SOLAR CORPORATION,175 NORTECH PKWY,SAN JOSE,CA,95134,984910,(669) 202-0308,General,,,,Rehan
STATEN SOLAR CORPORATION,175 NORTECH PKWY,SAN JOSE,CA,95134,984910,(669) 202-0308,General,,,,Rehan
STATEN SOLAR CORPORATION,175 NORTECH PKWY,SAN JOSE,CA,95134,984910,(669) 202-0308,Electrical,,,,Rehan
STATEWIDE ROOFING,1742 STONE AVE SUITE C,SAN JOSE,CA,95125,803926,(408) 286-7828,Demolition,http://www.swroof.net/,info@swroof.net,,M Waqas
STATEWIDE ROOFING,1742 STONE AVE SUITE C,SAN JOSE,CA,95125,803926,(408) 286-7828,Roofing,,,,Rehan
STAVROS CONSTRUCTION,5582 VASSAR DRIVE,SAN JOSE,CA,95118,1069261,(415) 781-9953,General,,,,M Waqas
STEEL & FENCE SUPPLY,1436 TERMINAL AVE,SAN JOSE,CA,95112,816208,(408) 573-3779,Fencing,https://steelfence.com/,sales@steelfence.com,,M Waqas
STEELWAVE C D S LLC,999 BAKER WAY SUITE 200,SAN MATEO,CA,94404,1023477,(650) 571-2200,General,http://www.steelwavellc.com/,hello@steelwavellc.com,https://www.facebook.com/SteelWave-LLC-118559533315916,M Waqas
STEHR CONCRETE,2311 OLIVE AVE,SAN JOSE,CA,95128,1029121,(408) 386-6281,Concrete,,,,M Waqas
STEIN C M CONSTRUCTION INCORPORATED,1343 SCOSSA AVENUE #2,SAN JOSE,CA,95118,864813,(408) 537-3011,Rough Carpentry,,,,M Waqas
STELLA PAINTING INC,1041 N. AMPHLETT BLVD,SAN MATEO,CA,94401,888268,(650) 570-5430,General,http://www.stellapainting.com/,,,M Waqas
STELLA PAINTING INC,1041 N. AMPHLETT BLVD,SAN MATEO,CA,94401,888268,(650) 570-5430,Painting,,,,Rehan
STELLA ROBERT PAINTING,1041 N AMPHLETT BLVD,SAN MATEO,CA,94401,767057,(650) 357-1222,Painting,,,,M Waqas
STELLACON,2226 PORTAL WAY,SAN JOSE,CA,95148,1085312,(408) 781-4009,General,,,,M Waqas
STELLAR CONSTRUCTION,308 HOBART AVENUE,SAN MATEO,CA,94402,866221,(415) 420-1090,General,,,,M Waqas
STEP BY STEP ELECTRICAL CONTRACTOR,46420 WOODVIEW COMMON,FREMONT,CA,94539,1131733,(510) 203-8762,Electrical,,,,M Waqas
STEP UP CONSTRUCTION INC,398 BAY ST,SAN JOSE,CA,95123,1082741,(408) 549-6438,General,https://stepup-construction.com/,stepupcustomerservice@gmail.com,,M Waqas
STERLING BUILDING CONTRACTORS,1113 THORNTON WAY,SAN JOSE,CA,95128,1045392,(408) 871-1372,General,,,,M Waqas
STERLING GC,1566 SABINA WAY,SAN JOSE,CA,95118,1041324,(408) 440-2073,General,https://www.sterling-gc.com/,info@sterling-gc.com,,M Waqas
STEVE's TILE AND CONSTRUCTION CO,900 GABLE DRIVE,FREMONT,CA,94539,583718,(510) 623-9441,General,,,,M Waqas
STEVE's TILE AND CONSTRUCTION CO,900 GABLE DRIVE,FREMONT,CA,94539,583718,(510) 623-9441,Electrical,,,,Rehan
STEVEN K CONSTRUCTION,1424 STONE CREEK DRIVE,SAN JOSE,CA,95132,804378,(408) 828-7199,General,,,,M Waqas
STEVEN PLEVANCIC CONSTRUCTION INC,1033 N 11TH STREET,SAN JOSE,CA,95112,983264,(408) 806-9145,General,,,,M Waqas
STEVENS ELECTRIC,15118 BREWSTER AVE,SAN JOSE,CA,95124,462219,(408) 679-3364,Electrical,,,,M Waqas
STEVENS FAUX DESIGNS,1500 NORMAN AVENUE,SAN JOSE,CA,95125,912825,(408) 807-9420,Painting,,,,M Waqas
STEVENS ZACKARY,1655 ROGERS AVE,SAN JOSE,CA,95112,860167,(408) 472-1861,General,,,,M Waqas
STINSON KEVIN CONSTRUCTION COMPANY,15183 HERRING AVENUE,SAN JOSE,CA,95124,569092,(408) 355-3412,General,,,,M Waqas
STOA INTERNATIONAL INC,991 W HEDDING STREET SUITE 103,SAN JOSE,CA,95126,601654,(408) 835-6931,General,,,,M Waqas
STONE CITY CORP,2830 OLIVE AVE,FREMONT,CA,94538,880175,(510) 219-3632,General,,,,Rehan
STONE MOUNTAIN HOME MANAGEMENT LLC,1346 THE ALAMEDA STE 7-355,SAN JOSE,CA,95126,1048941,(408) 677-6377,General,https://www.stonemountainhomemanagement.com/,mike@stonemhm.com,,M Waqas
STONE SUN TILE,1886 SOUTH WHITE ROAD,SAN JOSE,CA,95148,899209,(408) 799-1433,Tile,,,,M Waqas
STONE TILE PROS,3834 SEVEN TREES BLVD,SAN JOSE,CA,95111,1067370,(408) 841-1022,Tile,,,,M Waqas
STONERIDGE ROOFING,P O BOX 21325,SAN JOSE,CA,95151,951530,(408) 729-5101,Roofing,,,,M Waqas
STONES LANDSCAPING INC,P O BOX 18665,SAN JOSE,CA,95118,1032828,(408) 204-8418,Landscaping,,,,M Waqas
STOPPEL DAVID ROOFING INC,1540 BARLOW COURT,FREMONT,CA,94536,474026,(510) 793-6723,Roofing,https://www.davidstoppelroofing.com/,,,M Waqas
STOWELL RON CONSTRUCTION INC,15221 WINTON WAY,SAN JOSE,CA,95124,923863,(408) 834-5895,General,,,,M Waqas
STRAWBERRY MANAGEMENT,530 STRAWBERRY LANE,SAN JOSE,CA,95129,934457,(408) 315-0792,Landscaping,,,,M Waqas
STRAWN CONSTRUCTION INC,1140 PEDRO STREET STE 1,SAN JOSE,CA,95126,927286,(408) 286-1299,General,https://www.strawnconstruction.com/,,,M Waqas
STREET PLUMBING & ROOTER LLC,2252 VISTA VERDE DR,SAN JOSE,CA,95148,1093524,(408) 496-1155,Plumbing,,,,M Waqas
STRIDER CONSTRUCTION INC,586 N FIRST ST SUITE 213B,SAN JOSE,CA,95122,1081911,(360) 306-8295,General,,,,Rehan
STRIDER CONSTRUCTION INC,586 N FIRST ST SUITE 213B,SAN JOSE,CA,95122,1081911,(360) 306-8295,Landscaping,,,,Rehan
STRONG BUILDERS INC THE,2667 OPHELIA AVE,SAN JOSE,CA,95122,1118525,(408) 514-7794,General,,,,M Waqas
STRONG CONSTRUCTION,1644 TARTARIAN WAY,SAN JOSE,CA,95129,631316,(408) 823-8531,General,,,,M Waqas
STROUSS BROS CONSTRUCTION INC,1810 ALMADEN RD,SAN JOSE,CA,95125,259260,(408) 267-3222,General,,,,M Waqas
STROUSS BROS CONSTRUCTION INC,1810 ALMADEN RD,SAN JOSE,CA,95125,259260,(408) 267-3222,Concrete,,,,Rehan
STRUC 1 BUILDERS INC,P O BOX 54357,SAN JOSE,CA,95154,1033076,(408) 440-8908,General,,,,M Waqas
STRUCTURAL FX INC,345 LANDFAIR AVE,SAN MATEO,CA,94403,761980,(650) 333-1661,General,http://www.structuralfx.com/,structuralfx@yahoo.com,,M Waqas
STUMP KING,237 N AUTUMN STREET,SAN JOSE,CA,95110,837840,(408) 296-4476,Tree,http://www.stumpking.com/,,,M Waqas
STUNNING MARBLE & TILE INC,476 REYNOLDS CIRCLE,SAN JOSE,CA,95112,1024323,(408) 857-4603,Tile,http://www.stunningmarbleandtile.com/,stunningmarbleandtile@yahoo.com,,M Waqas
STURTEVANT PAINTING,330 26TH AVENUE,SAN MATEO,CA,94403,677665,(650) 345-4362,Painting,,,,M Waqas
STYLIT USA INC,5437 SILVER VISTA WAY,SAN JOSE,CA,95138,1033964,(669) 246-2202,General,,,,M Waqas
SU CHUN LU CONSTRUCTION COMPANY,2921 FALLWOOD LANE,SAN JOSE,CA,95132,973452,(408) 204-7671,General,,,,M Waqas
SUBLIME WOODWORKING LLC,3668 EDISON WAY,FREMONT,CA,94538,911338,(510) 623-1307,Finish Carpentry,,,,M Waqas
SUCCESSFUL CONSTRUCTION INC,42789 HAMILTON WAY,FREMONT,CA,94538,913612,(510) 552-0058,General,,,,M Waqas
SUMMER PAINTING,10200 ENDFIELD WAY,SAN JOSE,CA,95127,1130343,(408) 431-2899,Painting,,,,M Waqas
SUMMERS AND SONS ELECTRIC INCORPORATED,970 LONUS ST,SAN JOSE,CA,95126,553837,(408) 262-2781,Electrical,https://summersandsons.com/,info@summersandsons.com,,M Waqas
SUMMIT TREE SERVICE,4951 CHERRY AVE #46,SAN JOSE,CA,95118,911971,(408) 210-8088,Tree,,,,M Waqas
SUN BAY CONSTRUCTION,5246 WAR WAGON DR,SAN JOSE,CA,95136,939679,(650) 922-3462,General,http://www.sunbayconstruction.com/,info@sunbayconstruction.com,,M Waqas
SUN BAY COSTRUCTION,4415 ELAISO COMMON,FREMONT,CA,94536,856974,(408) 916-6818,General,,,,M Waqas
SUN CONSTRUCTION,34131 SIWARD DRIVE,FREMONT,CA,94555,984848,(510) 377-1810,General,,,,M Waqas
SUN CONSTRUCTION,6484 RAINBOW DRIVE,SAN JOSE,CA,95129,886582,(408) 209-5004,General,,,,M Waqas
SUN EAST CONSTRUCTION INC,4478 CAHILL ST,FREMONT,CA,94538,1097431,(510) 689-7860,General,,,,Rehan
SUN ELECTRIC CO,506 HOBIE LANE,SAN JOSE,CA,95127,524935,(408) 507-8222,Electrical,,,,M Waqas
SUN HEATING & COOLING,2111 PEACHTREE LN,SAN JOSE,CA,95128,934538,(408) 483-0462,Electrical,,,,M Waqas
SUN HEATING & COOLING,2111 PEACHTREE LN,SAN JOSE,CA,95128,934538,(408) 483-0462,HVAC,,,,Rehan
SUN LAKES CONSTRUCTION COMPANY OF CALIFORNIA,2185 THE ALAMEDA #150,SAN JOSE,CA,95126,648735,(408) 345-1767,General,http://www.robsonhomes.com/,customercare@sunlakesconstruction.com,,M Waqas
SUN STATE PLUMBING,1346 THE ALAMEDA,SAN JOSE,CA,95126,726204,(408) 674-0944,Plumbing,,,,M Waqas
SUNFLOWERS ENERGY SOLUTION,5450 MONTEREY HWY SPC 181,SAN JOSE,CA,95111,1108945,(408) 669-6996,Electrical,,,,M Waqas
SUNGENIX ENERGY SOLUTIONS,690 SARATOGA AVE #100,SAN JOSE,CA,95129,999745,(408) 475-0026,Electrical,https://www.sungenix.com/,solar@sungenix.com,,M Waqas
SUNLIGHTING CONSTRUCTION CORP,798 N  FIRST STREET,SAN JOSE,CA,95112,1071507,(650) 675-3193,General,,,,M Waqas
SUNNY DESIGN & CONSTRUCTION INC,705 DAKOTA DRIVE,SAN JOSE,CA,95111,1096157,(408) 628-2655,General,,,,M Waqas
SUNNYSIDE BUILDERS INC,1345 N 10TH ST,SAN JOSE,CA,95112,1043680,(408) 669-7427,General,https://sunnysidebuildersinc.com/,info@sunnysidebuildersinc.com,,M Waqas
SUNNYVALE CONSTRUCTION,121 CASSWELL COURT,SAN JOSE,CA,95138,855593,(408) 205-3798,General,,,,M Waqas
SUNNYVALE PAINTING,121 CASSWELL CT,SAN JOSE,CA,95138,810309,(408) 205-3798,Painting,,,,Rehan
SUNRISE CONSTRUCTION & HOME IMPROVEMENT INC,719 NORTH CLAREMONT STREET #5,SAN MATEO,CA,94401,1127726,(650) 281-4221,General,,,,M Waqas
SUNRISE CONSTRUCTIONS,1950 DORRANCE COURT,SAN JOSE,CA,95125,750340,(408) 202-6829,General,,,,M Waqas
SUNRISE ENTERPRISE 415 INC,41727 CHILTERN DR,FREMONT,CA,94539,1097280,(415) 994-3274,General,,,,M Waqas
