Crunchbase link,Business Name,Website,Contact Form Link,Email,Phone,Address,City,State,Country,Business Type,Brief Description,,Notes,Worker
,BAD Showroom,http://www.badshopper.com/,https://badshopper.com/pages/contact,hello@badshopper.com,1 213-332-4535,"112 W 9th Street, Los Angeles, CA, United States, California",Los Angeles,California,United States,apparel & fashion,"BAD (aka BAD PR /@bad_showroom) is a unique fashion destination in downtown Los Angeles. Located on the second floor of the LA Apparel Mart, BAD is set to revolutionize the shopping experience for fashion enthusiasts, stylists, editors, and celebrities alike. BAD is not just a boutique; it is a dynamic collective where curated vintage, high-end designer archives, and young emerging designers intersect. With a commitment to celebrating free thinking and embracing creativity as a form of genius, BAD will quickly become the go-to destination for those seeking unparalleled style and individuality. BAD is Led by industry stylist Francis Juarez, a 10-year fashion veteran and founder of @they.la Agency. Joining forces with Francis are vintage connoisseurs and multi-shop owners Richard Halverson and Ally Blackgrove, founders of Handsome Freaks UK, & Pickpocket Vintage USA. BAD is a business of four, driven by a shared passion for rock music, iconoclastic and romantic imagery, as well as all things punk and alternative.. Together, they curate a dynamic and diverse selection, providing a world of resources for rare and hard-to-find items from across the globe. BAD is offering an opportunity for select designers and brands to showcase their work and reach a wider audience. With retail and rental options available, BAD offers a unique opportunity for designers to expand their reach within LA, and provide these creators with additional streams of income and opportunities to connect with a discerning clientele. BAD is open to the public. We look forward to hearing from you! BAD Hours Tuesday-Saturday 10:00am-7:00pm (Closed Sundays & Mondays) or By Appointment Visit BAD at 112 W 9th St # 218, Los Angeles, CA 90015. and experience a fashion destination like no other. For more information and to set up an appointment, please contact",,,Abdullah
,VERVIDA,http://www.vervida.co/,https://vervida.co/policies/contact-information,info@vervida.com,(415) 968 8853,"924 22nd Ave, Oakland, CA 94606, USA",Oakland,California,United States,"health, wellness & fitness, retail","Essential mineral supplements that empower humanity from the inside out. We are focused on the human element because when we are empowered from with in, we are a force of nature",,,Abdullah
,PandaPalooza,http://www.pandapalooza.store/,https://pandapalooza.store/,contact@pandapalooza.store,91-9131038603,"San Francisco, CA 94102 USA",San Francisco,California,United States,apparel & fashion,"Panda Palooza Global Streetwear Fashion Brand that creates wearable art for people! Have you ever wondered what it would be like to wear art? Not just any art, but art that speaks to your soul. Art that reflects your personality, your passions, and your values. Art that inspires you to live your best life. That's what Panda Palooza Global Streetwear Fashion Brand is all about! Panda Palooza is a global streetwear fashion brand that creates wearable art for people, who are passionate about art and who believe that clothing should be meaningful. The youth who pursue mindful clothing, who want to express themselves and make a difference in the world. Panda Palooza: The heartfelt story behind the brand Each design at Panda Palooza has a story behind it. A story of the artist who created it. A story of the customer who wears it. A story of the impact they make on the world. Because Panda Palooza is not just about selling clothes. It's about selling stories. Stories that connect people. Stories that inspire people. Stories that change people. And Panda Palooza Global Streetwear Fashion Brand is not just a brand. It's a community. A community of people who love art, and creativity. People who support each other and make the world a better place. People like you. You are part of Panda Palooza. You are part of the movement. The movement celebrates art, creativity, and love",,,Abdullah
,Party Mane,http://www.partymane.com/,https://www.partymane.com/pages/contact,Support@PartyMane.com,1 424-587-7789,Los Angeles California USA,Los Angeles,California,United States,apparel & fashion,"Party Mane emerged from a desire to fuse allure with practicality. Born out of the nightlife scene, where keeping track of belongings is as crucial as looking good, we embrace our inner party animals with style. Our diverse collection caters to individual tastes and occasions, blending MacGyver-esque ingenuity with the flamboyance of party monsters and the grace of elegance. Welcome to a brand where versatility meets chic—where every piece is a celebration of the unique you",,,Abdullah
,FIAGREEN,http://www.fiagreen.com/,https://www.fiagreen.com/pages/contact,info@fiagreen.com,,"5900 Wilshire Blvd, Los Angeles, CA 90036, USA",Los Angeles,California,United States,apparel & fashion,"FIAGREEN, founded by Julianne Arrieta in 2023, is a luxury golf and lifestyle brand based in Redondo Beach, CA. The company embodies an upscale luxury lifestyle infused with a laid-back, sophisticated California aesthetic. FIAGREEN's styles are crafted specifically for women who have an eye for luxury and a demand for high performance, blending elegance with functionality in every piece",,,Abdullah
,Maison Vouette,http://www.maisonvouette.com/,https://maisonvouette.com/pages/contact,bonjour@maisonvouette.com,1 929-288-7805,"Santa Monica, CA 90401 USA",Santa Monica,California,United States,apparel & fashion,"At Maison Vouette, we believe beautiful things should be enjoyed every day and last a lifetime. Not saved for a rainy day or only seen for a special occasion. Beauty and life should go hand in hand...every day. Maison Vouette is a protective everyday accessory. Each Maison Vouette bag is beautifully crafted using the finest materials to heighten the enjoyment of your treasured piece while protecting your investment from wear and the elements. The perfect way to travel, explore and showcase your luxury handbag as you go about your life",,,Abdullah
,Sunshine Market and Refillery,http://www.sunshinemarketandrefillery.com/,https://sunshinemarketandrefillery.com/,sunshinemarketandrefillery@gmail.com,,"3529 Cannon Rd Suite 2D Oceanside, CA, 92056",Oceanside,California,United States,apparel & fashion,"At Sunshine Market and Refillery, we believe in the power of everyday choices to create a better world. Together, as a united community, we're sowing the seeds of sustainability, nurturing a sense of togetherness, and embracing a zero-waste lifestyle that benefits us all and ensures a brighter future for generations to come. Founded in 2023, we proudly say we are a woman-owned small business. Join us on this exciting journey toward a greener, more connected, and waste-free world",,,Abdullah
,PupSensei,http://www.pupsensei.com/,https://www.pupsensei.com/pages/contact,team@pupsensei.com,,"12855 W Runway Rd, Los Angeles, CA 90094, USA",Los Angeles,California,United States,apparel & fashion,"Discover PupSensei's affordable, intuitive dog training kit. Learn how to train your dog at home with high-quality puppy training tools, and proven positive reinforcement methods",,,Abdullah
,Gravitatas,http://www.gravitatas.com/,https://gravitatas.com/,hello@gravitatas.com,,Los Angeles California USA,Los Angeles,California,United States,apparel & fashion,Supportive sleepwear for the DD+ cup club,,,Abdullah
,SofiaMila,http://www.sofiamila.com/,https://www.sofiamila.com/pages/contact,info@sofiamila.com,(786) 320-5073,"395 Santa Monica Pl, Santa Monica, CA 90401, USA",Santa Monica,California,United States,apparel & fashion,SofiaMila is an organic children's clothing store. We have founded this company to provide high-quality organic clothing that is both stylish and made with no harmful materials. All of our items are made out of Organic Cotton that has been pre-washed and dealt with no Harsh Dyes or Chemicals,,,Abdullah
,BY Print,http://www.byprint.ca/,https://byprint.ca/pages/contact,info@byprint.ca,236-260-5378,Richmond California USA,Richmond,California,United States,"apparel & fashion, textiles","Dive into a World of Customization Options, Where Precision Meets Style: Direct to Film, Direct to Garment, and the Elegance of Embroidery. We're Here for Sport Clubs, Schools, Charities, and Local Businesses Alike. Our Commitment? Quality Tailored to You. Whether you're gearing up for the big game, outfitting the graduating class, supporting a local charity event, or elevating your brand presence – we've got your back. Our expert team understands the importance of keeping it real and delivering results that matter",,,Abdullah
,Mentari,http://www.mentari.toys/,https://mentari.toys/pages/contact,support@mentari.toys,,"410 S San Gabriel Blvd, San Gabriel, CA 91776, USA",San Gabriel,California,United States,retail,"Mentari toys ignite joy in kids by crafting a magical universe where toys aren't just toys; they're keys to castles, spaceships to unknown worlds, and tickets to the most fantastic tea parties! These playtime pals aren't just about giggles; they're the complete package, boosting kids' brains, biceps, and social butterfly wings. Crafted with superhero standards, they heroically battle safety woes. They are eco-warriors, too, rescuing our planet by using sustainable practices! At the heart of Mentari is a squad of toy wizards, mixing love and skill to craft each toy's journey from dream to reality",,,Abdullah
,Lil and Mil,http://www.lilnmil.com/,https://lilnmil.com/pages/contact,james@lilnmil.com,,Ventura California USA,Ventura,California,United States,retail,"Hey James here - I launched Lil & Mil in 2023 to help make parents' lives a bit easier (& safer) through innovative but affordable products for babies and kids. I am a parent of two, Lillian and Maximilian, (hence the name), and was frustrated by the dearth of quality products that are also affordable. Its either some Amazon junk or prohibitively expensive. Our first line of products will be stroller accessories aimed at addressing the unmet needs of parents, but we will soon launch a line of travel-focused baby and kids products aimed at making parents' lives a bit easier. We hope to offer our customers honesty, transparency, and an open door for any questions, comments, or concerns about our products. We are here to help you become a better parent and maybe make parenting a bit easier in the process. This is not my first time around the block, I sold my last ecommerce company in 2021, took a hiatus from selling stuff online because my Son Maxi was born soon thereafter. I'm glad to be back here where I belong, helping people live better lives through awesome products. Looking to making my customers day soon! Cheers! James Founder Lil & Mil",,,Abdullah
